Master_ID,Queue_Reason,AI_Decision,Title,Year,Venue,DOI,Abstract,Keywords,Exclusion_Code,AI_Reason,Primary_Theme,Priority_Score,Human_Decision,Human_Exclusion_Code,Reviewer_Notes,Reviewer,Reviewed_UTC
M-2120,QC sample — Include,Include,Time Series Data Generation by Linear Response Model An Application of Linear Response Theory to Finance,2024,Transactions of the Japanese Society for Artificial Intelligence,10.1527/tjsai.39-4_fin23-j,"In recent years, data generation techniques based on machine learning approaches have made significant progress and various generation models have been proposed in the fields of text and image. In the field of finance, there has also been research on the data generation of time series on stock prices. However, there are many problems in applying machine learning models to financial time series data. For example, the behavior of the machine learning model when given data that is not in the historical data is unclear, or if the data differs significantly from historical data under strong stresses such as the Lehman or the COVID-19 shock, the predictions by the machine learning model will be completely unreliable. This problem may be solvable by using data generation techniques that add virtual stress to the current state. In this study, we propose a new method for generating virtual time series data based on linear response theory (LRT). Using the LRT, we can obtain an approximate representation of the transition from the current equilibrium state to another equilibrium state by adding second-order fluctuation in the current equilibrium state and external forces (stresses). In other words, if the external force can be estimated in advance, we shall be able to obtain virtual time series data under external forces. As an application, we examined whether this method is effective with data augmentation of the stock prediction model using external forces estimated by historical data. As a result, the accuracy of stock price predictions was improved over the case without data augmentation. © 2024, Japanese Society for Artificial Intelligence. All rights reserved.",data augmentation; data generation; time series data; COVID-19; Electronic trading; Financial markets; Forecasting; Machine learning; 'current; Data augmentation; Data generation; Equilibrium state; External force; Generation techniques; Historical data; Linear-response theory; Machine learning models; Time-series data; Time series,,Explicit stock/equity forecasting task using AI/ML/DL.,T1 Historical/technical forecasting,2,Exclude,E12,,Harman,2026-09-25T06:57:39.623633+00:00
M-2311,QC sample — Include,Include,A Hybrid Model of Integrating Sentiment Analysis and Key Market Indicators for IPO Listing Trend Prediction,2024,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/ijmems.2024.9.4.047,"Initial Public Offerings (IPOs) provide great opportunities for companies to grow and expand, and they allow investors to invest their money wisely to get a decent Return on Investment (ROI) in the short term. Nevertheless, the intricate nature of the stock market is susceptible to several influences such as a company's financial statement, governmental regulations, and public sentiment, which hinders the attainment of a satisfactory ROI. This study aims to address this challenge by developing a model that combines public sentiment analysis and machine learning approaches to optimize the ROI for IPO trends. The study gives a novel approach that uses multiple different features associated with IPOs like the public opinion, grey market price (GMP), issue prices, lot size etc. and leverages the use of various machine learning techniques like Random Forest, Decision Tree, Naive Bayes, and K-Nearest Neighbour (KNN) to make well-informed investment recommendations. The testing results demonstrate that the Decision Tree method surpasses the other algorithms, with an accuracy rate of 82.3%. This discovery emphasizes the effectiveness of our method in forecasting the success of IPOs by utilizing a combination of sentiment analysis and crucial financial indicators. © 2024 Ram Arti Publishers. All rights reserved.",Decision tree; GMP; IPO; Issue prices; Machine learning algorithm; Sentiment analysis; Commerce; Costs; Investments; Learning algorithms; Nearest neighbor search; Sentiment analysis; Social aspects; Gray market price; Grey markets; Hybrid model; Initial public offerings; Issue price; Machine learning algorithms; Market price; Public sentiments; Returns on investment; Sentiment analysis; Decision trees,,Explicit stock/equity forecasting task using AI/ML/DL.,T3 Financial news/sentiment,5,Exclude,E12,,Harman,2026-09-25T06:58:04.326281+00:00
M-2318,QC sample — Include,Include,Modeling Saudi stock index returns and volatility: a dual approach using GARCH and neural networks,2026,Frontiers in Artificial Intelligence,10.3389/frai.2026.1714822,"The financial markets are the drivers of economic growth as they organize savings, bring in foreign investment, and they efficiently allocate resources. The Tadawul is the largest stock market in the GCC, which is highly impacted by prices of oil and gold. Correct forecasting of market returns and volatility is thus a key to investors and policymakers. The research analysis is performed on the Tadawul All Share Index (TASI) between January 1, 2000, and December 31, 2022, with the help of traditional GARCH-family models (GARCH, EGARCH, GJR-GARCH, and MGARCH) and a Long Short-Term Memory (LSTM) neural network. Explanatory variables include oil and gold returns, MSE, MAE, RMSE, R 2, and Diebold-Maasoony test are used to assess predictive performance. The results show that the LSTM model is the most effective model that captures nonlinear volatility patterns, whereas GARCH models, especially the GJR-GARCH model with GED distribution offers better returns projections. The findings also confirm that oil and gold returns have a significant influence on the performance of TASI, which proves their role in the oil-dependent economy. Altogether, the evidence demonstrates the synergistic advantages of both econometric and machine learning methods and provides useful implications of risk management and investment decision-making as well as policy guidance. Copyright © 2026 AL-Besher and AL-Najjar.",forecast; GARCH; LSTM; return series; Saudi stock market; stock index; volatility,,Explicit stock/equity forecasting task using AI/ML/DL.,T9 Other relevant AI stock forecasting,2,Exclude,E12,,Harman,2026-09-25T06:58:08.293155+00:00
M-2331,QC sample — Include,Include,Integrating Merkle Trees with Transformer Networks for Secure Financial Computation,2024,Applied Sciences (Switzerland),10.3390/app14041386,"In this paper, the Merkle-Transformer model is introduced as an innovative approach designed for financial data processing, which combines the data integrity verification mechanism of Merkle trees with the data processing capabilities of the Transformer model. A series of experiments on key tasks, such as financial behavior detection and stock price prediction, were conducted to validate the effectiveness of the model. The results demonstrate that the Merkle-Transformer significantly outperforms existing deep learning models (such as RoBERTa and BERT) across performance metrics, including precision, recall, accuracy, and F1 score. In particular, in the task of stock price prediction, the performance is notable, with nearly all evaluation metrics scoring above 0.9. Moreover, the performance of the model across various hardware platforms, as well as the security performance of the proposed method, were investigated. The Merkle-Transformer exhibits exceptional performance and robust data security even in resource-constrained environments across diverse hardware configurations. This research offers a new perspective, underscoring the importance of considering data security in financial data processing and confirming the superiority of integrating data verification mechanisms in deep learning models for handling financial data. The core contribution of this work is the first proposition and empirical demonstration of a financial data analysis model that fuses data integrity verification with efficient data processing, providing a novel solution for the fintech domain. It is believed that the widespread adoption and application of the Merkle-Transformer model will greatly advance innovation in the financial industry and lay a solid foundation for future research on secure financial data processing. © 2024 by the authors.",artificial intelligence; deep learning; financial computation model; Merkle tree; secure data handling,,Explicit stock/equity forecasting task using AI/ML/DL.,T5 Transformer/attention,2,Exclude,E12,,Harman,2026-09-25T06:58:10.992182+00:00
M-2367,QC sample — Include,Include,"Digital Leadership, Information Entropy, and Stock Price Volatility: Evidence from CEO Social Media Behavior",2026,Entropy,10.3390/e28020200,"In the digital economy, social media has become a critical channel through which corporate executives communicate with investors, thereby influencing market expectations and price dynamics. This study examines how CEO social media behavior affects stock price volatility from an information-theoretic perspective combined with deep learning methods. Using Lei Jun (Xiaomi) and Elon Musk (Tesla) as contrasting cases, we analyze executive communication under transactional and transformational leadership styles. Emotional tone, thematic alignment, and diffusion intensity are extracted using BERT and LDA, and incorporated into a Long Short-Term Memory (LSTM) model to forecast short-term stock price movements. To interpret the mechanism behind the predictive results, we introduce a novel metric: Semantic Resonance Dissipation Entropy (SRE). Derived from Kullback–Leibler divergence, this indicator measures the informational friction between executive semantic output and market attention. The empirical analysis shows that incorporating these high-dimensional semantic features significantly improves volatility prediction. Moreover, leadership style is closely associated with distinct entropic regimes: Transactional leadership corresponds to relatively stable semantic patterns and low entropy, whereas transformational leadership is associated with higher entropy and greater semantic dispersion. Following Musk’s acquisition of Twitter, the previously unstable information environment evolved into a persistent structural factor priced by the market. These findings suggest that the economic impact of digital leadership depends on limiting information dissipation to ensure signal clarity in financial markets. © 2026 by the authors.",CEO social media behavior; deep learning; digital leadership; information entropy; stock price volatility,,Explicit stock/equity forecasting task using AI/ML/DL.,T9 Other relevant AI stock forecasting,2,Exclude,E12,,Harman,2026-09-25T06:58:20.127394+00:00
M-2385,QC sample — Include,Include,Dynamic Energy Cascading Model for Stock Price Prediction in Enterprise Association Networks,2025,Electronics (Switzerland),10.3390/electronics14061221,"Enterprise performance in real-world markets is shaped by dynamic factors, including competitors, collaborators, and hidden associates. Existing models struggle to capture the interplay between time-varying network dynamics and financial asset price movements. Traditional energy cascading models rely on static network assumptions, while deep learning approaches lack the incorporation of key network science principles such as structural balance and assortativity degree. To address these gaps, we propose the Dynamic Energy Cascading Model (DECM), a framework that models the propagation of business influence within dynamic enterprise networks. This method first constructs a dynamic enterprise association network, then applies an energy cascading mechanism to this network, utilizing the propagated energy metrics as predictive indicators for stock price forecasting. Unlike existing approaches, DECM uniquely integrates dynamic network properties and knowledge structures, such as structural balance and assortativity degree, to model the cascading effects of business influences on stock prices. Through extensive evaluations using data from S&P 500 companies, we demonstrate that DECM significantly outperforms conventional models in predictive precision. A key innovation of our work lies in identifying the critical role of assortativity degree in predicting stock price movements, which surpasses the impact of structural balance. These findings not only advance the theoretical understanding of enterprise performance dynamics but also provide actionable insights for policymakers and practitioners from a network science perspective. © 2025 by the authors.",dynamic network; energy cascading; stock price prediction,,Explicit stock/equity forecasting task using AI/ML/DL.,T9 Other relevant AI stock forecasting,2,Exclude,E12,,Harman,2026-09-25T06:58:25.678521+00:00
M-2519,QC sample — Include,Include,Intraday and Post-Market Investor Sentiment for Stock Price Prediction: A Deep Learning Framework with Explainability and Quantitative Trading Strategy,2025,Systems,10.3390/systems13050390,"The inherent uncertainty and information asymmetry in financial markets create significant challenges for accurate price forecasting. Although investor sentiment analysis has gained traction in recent research, the temporal dimension of sentiment dynamics remains underexplored. This study develops a novel framework that enhances stock price prediction by integrating time-partitioned investor sentiment, while improving model interpretability via Shapley additive explanations (SHAP) analysis. Employing the ERNIE (enhanced representation through knowledge integration) 3.0 model for sentiment extraction from China’s Eastmoney Guba stock forum, we quantitatively distinguish intraday and post-market investor sentiment then integrate these temporal components with technical indicators through neural network architecture. Our results indicate that temporal sentiment partitioning effectively reduces uncertainty. Empirical evidence demonstrates that our long short-term memory (LSTM) model integrating intraday and post-market sentiment indicators achieves better prediction accuracy, and SHAP analysis reveals the importance of intraday and post-market investor sentiment to stock price prediction models. Implementing quantitative trading strategies based on these insights generates significantly more annualized returns for representative stocks with controlled risk, outperforming sentiment-agnostic and non-temporal sentiment models. This research provides methodological innovations for processing temporal unstructured data in finance, while the SHAP framework offers regulators and investors actionable insights into sentiment-driven market dynamics. © 2025 by the authors.",explainable AI; investor sentiment; LSTM; quantitative trading; stock price prediction; time-dependent variation; Cost benefit analysis; Emotion Recognition; Financial markets; Investments; Strategic planning; Explainable AI; Investor's sentiments; Learning frameworks; Quantitative trading; Shapley; Short term memory; Stock price prediction; Time dependent variations; Trading strategies; Uncertainty; Cost estimating,,Explicit stock/equity forecasting task using AI/ML/DL.,T7 Explainability/XAI,4,Exclude,E12,,Harman,2026-09-25T06:58:59.069066+00:00
M-2532,QC sample — Include,Include,Wavelet Based Financial Forecast Ensemble Featuring Hybrid Quantum-Classical LSTM Model,2024,WSEAS Transactions on Business and Economics,10.37394/23207.2024.21.151,"One of the most sought-after goals in the financial world is a reliable method by which investors can predict a stock price movement consistently. Advancements in stock prediction via the use of machine learning have improved the accuracy of such predictions and yielded better ideas about value investments in the stock market. However, with the addition of the state-of-art tool M-band wavelet transform as a preprocessing step, we can denoise our raw data set (prior stock prices) and refine it to make the forecast even more accurate. Following this preprocessing step, multiple machine learning techniques are deployed to construct a robust, non-parametric hybrid forecasting model. To demonstrate the novelty of our algorithm, we present a case study on stock price prediction employing a discrete 4-band wavelet transform integrated with a hybrid machine learning ensemble. Our results underscore the potential and importance of such ensemble methods in refining the accuracy and reliability of financial forecasts. Furthermore, in theory, quantum computing can further optimize these algorithms, potentially leading to more precise stock price forecasts. In particular, our ensemble will feature a hybrid quantum-classical LSTM Model to demonstrate the potential of both wavelets and quantum computing in stock forecasting. © 2024, World Scientific and Engineering Academy and Society. All rights reserved.",Long Short-Term Memory (LSTM) networks; M-Band Wavelet Transform; Machine Learning; Neural Network Ensemble; Quantum Computing; Stock forecasting,,Explicit stock/equity forecasting task using AI/ML/DL.,T9 Other relevant AI stock forecasting,2,Exclude,E12,,Harman,2026-09-25T06:59:06.541024+00:00
M-2752,QC sample — Include,Include,GTCOA: a novel golden t-distribution chaotic optimization algorithm and its application in Transformer-LSTM for stock forecasting,2026,PeerJ Computer Science,10.7717/peerj-cs.3933,"The Coati Optimization Algorithm (COA) is a recently developed, high-performance metaheuristic that draws inspiration from the natural behaviors of coatis. However, the COA suffers from several drawbacks: (1) In the initialization phase, similar starting positions, coupled with a lack of diversity, lead to uneven coverage of the search space; (2) In the exploration phase, COA, inspired by coatis' behavior of gradually narrowing the search range, slows the convergence rate; (3) In the development phase, COA, inspired by coatis' local escape behavior, is prone to falling into local optima. To address these limitations, we propose a novel Golden T-distribution Chaotic Optimization Algorithm (GTCOA). First, chaotic initialization is adopted to generate complex and irregular candidate solutions, yielding an initial population with enhanced randomness and diversity. Second, an adaptive T-distribution perturbation strategy dynamically refines the search radius around the current best solution, thereby effectively accelerating the algorithm's convergence rate. Finally, a golden sine operator is introduced to update the positions of search agents, bolstering global search performance and preventing entrapment in local optima. Evaluations on the CEC-2022 benchmark substantiate that GTCOA outperforms COA, whale optimization algorithm (WOA), gray wolf optimizer (GWO), and tunicate swarm algorithm (TSA), achieving state-of-the-art performance. Given GTCOA's ability to efficiently identify optimal model hyperparameters, this study incorporates it into a Transformer and Long Short-Term Memory (Transformer-LSTM) model for Dow Jones Industrial Average (DJIA) stock price prediction, thereby significantly enhancing prediction accuracy and robustness. The above results validate the effectiveness of GTCOA and its application prospects in stock forecasting. Copyright 2026 Liu et al. Distributed under Creative Commons CC-BY 4.0. http://www.creativecommons.org/licenses/by/4.0/",Coati optimization algorithm (COA); Golden t-distribution chaotic optimization algorithm (GTCOA); Stock price prediction; Transformer-LSTM; Electronic trading; Financial markets; Optimization; Chaotic optimization algorithm; Coati optimization algorithm; Golden t-distribution chaotic optimization algorithm; ITS applications; Optimization algorithms; Short term memory; Stock forecasting; Stock price prediction; T distribution; Transformer and long short-term memory; Forecasting,,Explicit stock/equity forecasting task using AI/ML/DL.,T5 Transformer/attention,3,Exclude,E12,,Harman,2026-09-25T06:59:51.043585+00:00
M-2764,QC sample — Include,Include,ANALYSIS OF THE IMPACT OF INTELLIGENT INVESTMENT DECISIONS OF SECURITIES INSTITUTIONS ON STOCK PRICE PREDICTION,2025,Journal of Environmental Protection and Ecology,,"Stock price prediction remains challenging due to complex market dynamics and the risk of model overfitting. This study proposes a novel hybrid forecasting model that integrates an attention mechanism (AM) with a CNN-BiLSTM network and a CatBoost regressor to improve predictive performance. The CNN-BiLSTM component captures multi-scale temporal features (combining convolution-based feature extraction with bidirectional long short-term memory for sequence depend-ence), and the incorporated attention mechanism highlights critical input signals. CatBoost is then employed in a stacked ensemble to correct residual errors and enhance generalisation. We evaluate the model on two major stock indices, the Shanghai Composite Index and the S&P 500, where it achieves superior results compared to benchmark methods. The hybrid model yields higher prediction accuracy (with coefficient of determination R² exceeding 0.90) and lower error (e.g. a reduced root mean square error) than conventional approaches. These results demonstrate the effectiveness of combining deep learning and gradient boosting techniques for stock index prediction, underscoring the model’s potential to significantly improve forecasting accuracy and reliability in financial markets. © 2025, Scibulcom Ltd. All rights reserved.",attention mechanism; CatBoost; deep learning; stock price prediction; financial market; investment; machine learning; stock market,,Explicit stock/equity forecasting task using AI/ML/DL.,T5 Transformer/attention,2,Exclude,E12,,Harman,2026-09-25T06:59:59.151557+00:00
M-0021,QC sample — Exclude,Exclude,Forecasting Volatility of Australian Stock Market Applying WTC-DCA-Informer Framework,2025,Journal of Forecasting,10.1002/for.3264,"This article proposed a novel hybrid framework, the WTC-DCA-Informer, for forecasting volatility in the Australian stock market. The findings indicated that (1) through a comprehensive comparison with various machine learning and deep learning models, the proposed WTC-DCA-Informer framework significantly outperformed traditional methods in terms of predictive performance. (2) Across different training set proportions, the WTC-DCA-Informer model demonstrated exceptional forecasting capabilities, achieving a coefficient of determination (R2) as high as 0.9216 and a mean absolute percentage error (MAPE) as low as 13.6947%. (3) The model exhibited strong adaptability and robustness in responding to significant market fluctuations and structural changes before and after the outbreak of COVID-19. This study offers a new perspective and tool for forecasting financial market volatility, with substantial theoretical and practical implications for enhancing the efficiency and stability of financial markets. © 2025 John Wiley & Sons Ltd.",Australian stock market; hybrid model; volatility forecasting; WTC-DCA-informer; Australian stock market; Comprehensive comparisons; Forecasting volatility; Hybrid framework; Hybrid model; Learning models; Machine-learning; Predictive performance; Volatility forecasting; WTC-DCA-informer; Prediction models,E12,Stock-market study focuses on volatility/risk rather than an eligible price/return/direction/trend forecasting target.,T5 Transformer/attention,0,Include,,,Harman,2026-09-25T07:00:11.495893+00:00
M-0158,QC sample — Exclude,Exclude,The Impact of Foreign Stock Market Indices on Predictions Volatility of the WIG20 Index Rates of Return Using Neural Networks,2025,Computational Economics,10.1007/s10614-024-10662-w,"The paper investigates the issue of volatility of stock index returns on the Warsaw Stock Exchange (WIG20 index returns volatility). The purpose of this review is to compare how other stock market indexes as HANG SENG, NIKKEI 225, FTSE 250, DAX, S&P 500 and NASDAQ 100 influance the volatility of WIG20 index returns. The innovation of this work is the usage of a new neural network with three different activation functions to predict future volatility of WIG20 index returns. The input for this network is the last 3 values of WIG20 index returns volatility and the last 3 values of one of the considered foreign index returns volatility. As measurements for the best forecasting performance of neural networks are taken common used forecast errors: ME (mean error), MPE (mean percentage error), MAE (mean absolute error), MAPE (mean absolute percentage error), RMSE (root mean square error). The study shows that the Polish stock market is mainly influenced by the European and US markets. © The Author(s) 2024.",Machine learning; Neural network; Stock index prediction; Stock index returns; Volatility forecasting,E12,Stock-market study focuses on volatility/risk rather than an eligible price/return/direction/trend forecasting target.,T9 Other relevant AI stock forecasting,0,Include,,,Harman,2026-09-25T07:00:26.429283+00:00
M-0430,QC sample — Exclude,Exclude,Client: Cross-variable linear integrated enhanced transformer for multivariate long-term time series forecasting,2025,AI Open,10.1016/j.aiopen.2025.06.001,"Long-term time series forecasting (LTSF) is crucial in modern society, playing a pivotal role in facilitating long-term planning and developing early warning systems. While many Transformer-based models have recently been introduced for LTSF, a doubt has been raised regarding the effectiveness of attention modules in capturing cross-time dependencies. In this study, we design a mask-series experiment to validate this assumption and subsequently propose the ”Cross-variable Linear Integrated ENhanced Transformer for Multivariate Long-Term Time Series Forecasting” (Client), an advanced model that outperforms both traditional Transformer-based models and linear models. Client employs the linear module to learn trend information and the enhanced Transformer module to capture cross-variable dependencies. Meanwhile, the cross-variable Transformer module in Client simplifies the embedding and position encoding layers and replaces the decoder module with a projection layer. Extensive experiments with nine real-world datasets have confirmed the SOTA performance of Client with the least computation time and memory consumption compared with the previous Transformer-based models. Our code is available at https://github.com/daxin007/Client.","LTSF, Cross-variable transformer, Linear module",E13,AI/ML forecasting present but direct stock/equity relevance not established,T5 Transformer/attention,0,Include,,,Harman,2026-09-25T07:00:51.993076+00:00
M-0449,QC sample — Exclude,Exclude,Reinforcement learning-enhanced multi-strategy cuckoo search algorithm to solve combined economic emission dispatch problems,2026,Ain Shams Engineering Journal,10.1016/j.asej.2026.104188,"The combined economic emission dispatch (CEED) problem of balancing harmful gas emissions and power generation costs is of paramount importance. In this regard, this study proposes a reinforcement learning (RL) enhanced multi-strategy cuckoo search (RLMCS) algorithm for solving the CEED problem. Through a price penalty factor, this paper transforms the economic and emission objectives into a single-objective optimization and introduces three search strategies into the traditional cuckoo search (CS): multidimensional learning (ML), one-dimensional learning (OL), and stochastic learning (SL). ML helps to circumvent the local optimum trap; OL improves the algorithm’s search efficiency in the optimal direction; and SL enhances the algorithm’s global search capability. In addition, the RL technique is used to dynamically regulate the multi-policy mechanism, guiding the optimal policy selection and ensuring that the algorithm uses the most efficient updating method at different stages. The algorithm is experimentally validated on 29 benchmark tests and CEED problems with 6 and 11 units under different load demands. The RLMCS shows a high degree of robustness when solving CEED problems.","Combined economic emission dispatch, Cuckoo search algorithm, Reinforcement learning",E06,Non-financial time-series forecasting / no stock-equity context,T6 Optimization/metaheuristics/HPO,0,Include,,,Harman,2026-09-25T07:00:55.513086+00:00
M-0586,QC sample — Exclude,Exclude,A data-filtered sentiment analysis model for economic forecasting,2025,Decision Analytics Journal,10.1016/j.dajour.2025.100629,"In behavioral economics, sentiments influence decision-making processes, with positive sentiments tending to underestimate risks and negative sentiments overestimate them. At the individual level, these sentiments shape economic behavior in ways that collectively influence broader economic dynamics. With the proliferation of textual data and advancements in natural language processing techniques, the analysis of economic sentiments has garnered growing attention, with large language models showing superior analytical capabilities. However, unlike many machine learning tasks where true labels are available through human annotation, sentiment analysis encounters challenges in obtaining true labels due to the psychological biases and inconsistencies inherent in human assessments. To address this issue, this study introduced a data filtering methodology to enhance data reliability and developed a robust sentiment analysis model tailored to the Japanese economy. The findings revealed that our model not only outperforms existing models in terms of generalization capability across diverse datasets — achieving RMSE values of 0.09–0.11 and classification accuracies of 0.83–0.88 — but also effectively captures fluctuations in other quantitative economic indicators, as evidenced by Euclidean distances of up to 1.56, which is smaller than the records 4.33 and 4.24 of the existing models. Moreover, a statistically significant correlation between qualitative and quantitative economic indicators was identified, highlighting the potential of qualitative indicators in predicting economic conditions.","Sentiment analytics, Data filtering, Text analytics, Machine learning, Economic forecasting, Behavioral insights",E13,AI/ML forecasting present but direct stock/equity relevance not established,T3 Financial news/sentiment,0,Include,,,Harman,2026-09-25T07:01:51.308612+00:00
M-1097,QC sample — Exclude,Exclude,"Short-term momentum and reversals, turnover, and a stock's price-to-52-week-high ratio",2024,Journal of Empirical Finance,10.1016/j.jempfin.2024.101556,"We show that short-term reversal behavior declines with a stock's turnover and the prior month's price-to-52-week-high ratio (PTH), shifting to momentum for stocks with both a relatively high turnover and PTH. This behavior of consecutive one-month individual stock returns is robust to subperiod analysis, risk adjustments, and alternative methodologies. Our findings suggest opposing channels. First, promoting short-term momentum, our evidence implies a PTH-anchoring underreaction to recent news, consistent with the short-term contrarian price-dampening channel of Atmaz et al. (2024) with higher turnover implying a stronger contrarian-induced underreaction. Second, promoting short-term reversals, our evidence reinforces the importance of the well-known liquidity-provision-compensation channel. Reversals are especially strong for low-PTH, low-turnover stocks, where the lower PTH implies a generally smaller-cap, less-liquid stock and the lower turnover implies a weaker contrarian-induced underreaction. We also find that the return behaviors vary with dispersion in analysts’ earnings forecasts and with market-wide sentiment, in a manner consistent with these channels. © 2024 Elsevier B.V.",Price anchors; Price to 52-week-high ratio; Share turnover; Short-term stock momentum and reversals,E06,Non-financial time-series forecasting / no stock-equity context,T2 Fundamental-data forecasting,0,Include,,,Harman,2026-09-25T07:06:23.796365+00:00
M-1125,QC sample — Exclude,Exclude,How can we predict transportation stock prices using artificial intelligence? Findings from experiments with Long Short-Term Memory based algorithms,2024,International Journal of Information Management Data Insights,10.1016/j.jjimei.2024.100293,"Inflation growth in Indonesia and other countries impacts the currency value and investors' purchasing power, particularly in the transportation sector. This research explores the impact of inflation growth in Indonesia and comparable nations on currency valuation and the purchasing power of investors, with a focus on the transportation sector. Data collection was carried out from April to October 2023 by scraping stock data from several transportation stocks such as: AKSI.JK, CMPP.JK, SAFE.JK, SMDR.JK, TMAS.JK, and WEHA. The research primarily aims to forecast stock prices in Indonesia's transportation sector, utilizing data mining techniques within the Cross Industry Standard Process for Data Mining (CRISP-DM) framework, which includes stages such as business understanding, data preparation, modeling, evaluation, and deployment. It employs the Long Short-Term Memory (LSTM) algorithm, assessing different hyperparameter activation functions (linear, ReLU, sigmoid, tanh) and optimizers (ADAM, ADAGRAD, NADAM, RMSPROP, ADADELTA, SGD, ADAMAX) to refine prediction accuracy. Findings demonstrate the ReLU activation function and ADAM optimizer's effectiveness, highlighted by evaluation metrics such as Mean Absolute Error (MAE) of 0.0092918, Mean Absolute Percentage Error (MAPE) of 0.06422, and R-Squared of 96 %. The study notably identifies significant growth in Temas (TMAS.JK) stock from April to October 2023, surpassing other sector stocks. Additionally, a web-based application for predicting transportation stock prices has been developed, facilitating user inputs like ticker, activation-optimizer choice, and date range. © 2024 The Author(s)",Activation; Long short-term memory; Optimizer; Prediction; Transportation stock,E13,AI/ML forecasting present but direct stock/equity relevance not established,T9 Other relevant AI stock forecasting,0,Include,,,Harman,2026-09-25T07:06:30.791149+00:00
M-1415,QC sample — Exclude,Exclude,Volatility prediction model based on EPU-GPR-VIX multidimensional portfolio,2026,Research in International Business and Finance,10.1016/j.ribaf.2026.103431,"Accurate volatility forecasting is crucial for risk management, asset allocation, and macroprudential policy formulation. In 2022, amid multiple unprecedented shocks, the annualized volatility of the CSI 300 Index exceeded 21.6%. However, traditional macroeconomic indicators tend to lag, and existing uncertainty measures often fail to fully capture volatility driven by sudden shocks. To address this, we develop a multi-dimensional uncertainty framework integrating economic policy uncertainty, geopolitical risks, and market panic, and incorporate it into a GARCH-MIDAS model for volatility forecasting. Empirically, the combined CNEPU-GPRA-VIX model achieves superior out-of-sample forecast accuracy. This result is robust across model confidence set tests and various rolling window settings. Our findings indicate that Chinese stock market volatility is jointly driven by domestic policy uncertainty, geopolitical tensions, and global risk sentiment. These insights offer quantitative support for systemic risk monitoring and asset allocation decisions. © 2026 Elsevier B.V.",Economic policy uncertainty; GARCH-MIDAS; Geopolitical risk; Macro uncertainty index; Volatility forecasting,E04,Portfolio optimization/asset allocation without an explicit eligible stock forecasting task,T3 Financial news/sentiment,0,Include,,,Harman,2026-09-25T07:09:13.726848+00:00
M-1417,QC sample — Exclude,Exclude,Finance and emotions: A study on investor sentiment and its implication on market movements,2026,Research in International Business and Finance,10.1016/j.ribaf.2026.103545,"Over the past decade, sentiment analysis has evolved significantly, growing in relevance and application, especially in the financial sector. However, empirical research comparing different sentiment measurement approaches, particularly survey- and research-based proxies, remains limited. Our approach introduces a new method, the ""market briefing survey"", to generate a weekly index of investor sentiment (2018–2022), revealing that it is a contrarian indicator: when the market shows a bullish attitude, it suggests bearish behavior, and vice versa, in the presence of a bearish attitude. This finding is in line with the existing literature, also demonstrating that our indicator is statistically superior to Google Trends, one of the main model-based forecasts. Our findings are relevant for both academics and practitioners, including portfolio managers, financial analysts, and finance professionals, who wish to examine the impact of investor sentiment on stock market volatility and select the most effective approach to measuring sentiment.","Financial sentiment analysis, Investor sentiment index, Behavioral finance, FTSE MIB, Google Trends",E07,Sentiment analysis related to stocks but no explicit eligible stock forecasting task,T3 Financial news/sentiment,0,Include,,,Harman,2026-09-25T07:09:17.447524+00:00
M-1444,QC sample — Exclude,Exclude,AI-Driven urban planning optimization: A graph neural network and genetic algorithm framework for tackling peak-hour challenges,2025,Sustainable Cities and Society,10.1016/j.scs.2025.106407,"Global efforts to combat climate change increasingly emphasize carbon emission reduction, with the transportation sector identified as a critical target due to its substantial contribution to greenhouse gases. Within this sector, peak-hour traffic congestion significantly exacerbates carbon emissions. Existing research primarily focuses on traffic management strategies to alleviate peak-hour congestion; however, few studies approach these challenges from an urban planning perspective. Addressing this research gap, we introduce a GNN-GA model that optimizes evening peak-hour traffic by leveraging urban form and function as primary variables, with the aim of reducing carbon emissions through strategic urban planning improvements. The model functions in two stages. First, a Graph Neural Network (GNN) predicts traffic conditions using urban form and function data. These predictions then inform the fitness function of a Genetic Algorithm (GA), which performs multi-objective optimization to balance traffic efficiency and carbon emissions, ultimately identifying optimal urban planning configurations. When applied to a case study in Shanghai, the model achieved a 20.9 % increase in average traffic speeds and a 9.5 % reduction in total traffic carbon emissions within the designated study area. The integration of AI-driven predictive capabilities with optimization techniques enables this approach to surpass traditional analytical models in handling complex urban data. Furthermore, it provides a practical framework for applying AI in urban planning contexts. These findings offer significant insights for urban policymakers, designers, and planners, contributing to the advancement of sustainable urban development strategies.","Genetic algorithms, Urban planning, Carbon emissions, Graph neural networks, Peak hour traffic",E06,Non-financial time-series forecasting / no stock-equity context,T6 Optimization/metaheuristics/HPO,0,Include,,,Harman,2026-09-25T07:09:22.198705+00:00
