UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Document_Class,Stock_Domain,Eligible_Target,AI_ML_DL,Empirical_Evaluation,Strong_Stock_Target_Context,Adjacent_Target_Context,NonStock_Domain_Context,Direct_Core_Evidence,Strategic_Theme_Count,Relevance_Score,Working_Relevance_Tier,Research_Use,Elicit_Priority,Gap_Dimensions_Evidenced,Stock_Evidence,Target_Evidence,AI_Evidence,Empirical_Evidence,Stock_Target_Sentence_Evidence,Adjacent_Evidence,NonStock_Evidence,Historical_Data,Technical_Indicators,Fundamental_Data,Financial_News,Social_Media,Sentiment,FinBERT_BERT_RoBERTa,LLM_FinGPT,Multimodal,Fusion,Transformer_Attention,LSTM_GRU,Optimization,Metaheuristic,XAI,Temporal_Validation,Indian_Market,Multi_Stock,Historical_Data_Evidence,Technical_Indicators_Evidence,Fundamental_Data_Evidence,Financial_News_Evidence,Social_Media_Evidence,Sentiment_Evidence,FinBERT_BERT_RoBERTa_Evidence,LLM_FinGPT_Evidence,Multimodal_Evidence,Fusion_Evidence,Transformer_Attention_Evidence,LSTM_GRU_Evidence,Optimization_Evidence,Metaheuristic_Evidence,XAI_Evidence,Temporal_Validation_Evidence,Indian_Market_Evidence,Multi_Stock_Evidence
doi:10.3390/jrfm18100551,Deep Learning-Based Hybrid Model with Multi-Head Attention for Multi-Horizon Stock Price Prediction,Ghosh R.K.; Gupta B.K.; Nayak A.K.; Ghosh S.K.,2025,Journal of Risk and Financial Management,10.3390/jrfm18100551,"The prediction of stock prices is challenging due to their volatility, irregular patterns, and complex time-series structure. Reliably forecasting stock market data plays a crucial role in minimizing financial risk and optimizing investment strategies. However, traditional models often struggle to capture temporal dependencies and extract relevant features from noisy inputs, which limits their predictive performance. To improve this, we developed an enhanced recursive feature elimination (RFE) method that blends the importance of impurity-based features from random forest and gradient boosting models with Kendall tau correlation analysis, and we applied SHapley Additive exPlanations (SHAP) analysis to externally validate the reliability of the selected features. This approach leads to more consistent and reliable feature selection for short-term stock prediction over 1-, 3-, and 7-day intervals. The proposed deep learning (DL) architecture integrates a temporal convolutional network (TCN) for long-term pattern recognition, a gated recurrent unit (GRU) for sequence capture, and multi-head attention (MHA) for focusing on critical information, thereby achieving superior predictive performance. We evaluate the proposed approach using daily stock price data from three leading companies—HDFC Bank, Tata Consultancy Services (TCS), and Tesla—and two major stock indices: Nifty 50 and S&P 500. The performance of our model is compared against five benchmark models: temporal convolutional network (TCN), long short-term memory (LSTM), GRU, Bidirectional GRU, and a hybrid TCN–GRU model. Our method consistently shows lower error rates and higher predictive accuracy across all datasets, as measured by four commonly used performance metrics. © 2025 by the authors.",deep learning; GRU; hybrid feature selection; multi-head attention; multi-horizon stock forecasting; SHAP; TCN,Article,Yes,No,No,SC01; SC05,M-2453,Primary/Other,Yes,Price,Yes,Yes,Yes,No,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,XAI; Indian_Market,nifty; nifty 50; s&p 500; stock forecasting; stock indices; stock market; stock prediction; stock price; stock prices,price prediction; stock price; stock prices,attention; convolutional; deep learning; gradient boosting; gru; hybrid model; lstm; random forest; tcn,accuracy; benchmark; datasets; evaluate,"Deep Learning-Based Hybrid Model with Multi-Head Attention for Multi-Horizon Stock Price Prediction || The prediction of stock prices is challenging due to their volatility, irregular patterns, and complex time-series structure. || Reliably forecasting stock market data plays a crucial role in minimizing financial risk and optimizing investment strategies. || This approach leads to more consistent and reliable feature selection for short-term stock prediction over 1-, 3-, and 7-day intervals. || We evaluate the proposed approach using daily stock price data from three leading companies—HDFC Bank, Tata Consultancy Services (TCS), and Tesla—and two major stock indices: Nifty 50 and S&P 500.",,,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,market data,,,,,,,,,,,gru; long short-term memory; lstm,,,shap,,nifty; nifty 50,
doi:10.1016/j.procs.2025.12.015,Enhancing Stock Market Prediction with Temporal Graph Neural Networks and Large Language Model-Based Explainability,Tianye Wang,2025,Procedia Computer Science,10.1016/j.procs.2025.12.015,"Interpreting deep learning predictions in financial markets remains a central challenge, as temporal dependencies and inter-stock relations often obscure model reasoning. This paper introduces a unified framework that combines Temporal Graph Convolutional Network for stPGExpla for grapLarge Language Models (LLMs) such as GPT-4o and LLaMA3 to translate structural explanations into natural-language financial reports. Experiments on the S&P 100 and NASDAQ-100 benchmarks show that TGCNs capture spatiotemporal dependencies effectively, achieving test accuracies of 58.9% and 50.6%, respectively. To assess explanation quality, we propose a factual sensitivity protocol and find that GPT-4o generates the most consistent and context-sensitive reports. While predictive accuracy remains moderate due to market volatility, the primary contribution lies in improving model transparency and accessibility, bridging complex GNN outputs with human-readable narratives. The study also outlines directions for future work, including real-time deployment and user-in-the-loop evaluation to better align explainable AI with financial practice.","Temporal Graph Convolutional Networks, Explainable AI, Large Language Models, Stock Trend Forecasting, Financial Analysis Report",Article,No,Yes,No,SD01; SD02; SD05,M-1371,Primary/Other,Yes,Trend,Yes,Yes,Yes,No,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,LLM_FinGPT; XAI,nasdaq; stock market; stock trend,stock trend; trend forecasting,convolutional; deep learning; gnn; graph neural; large language model; large language models; llms; neural networks,accuracy; benchmarks; evaluation; experiments,Enhancing Stock Market Prediction with Temporal Graph Neural Networks and Large Language Model-Based Explainability,,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,,,,large language model; large language models; llms,,,,,,,explainability; explainable,,,
doi:10.17010/ijf/2025/v19i9/174429,Envision Future Prices of Select Power Sector Equities : An Application of an AI Model,Sudarsana Murthy D.; Deva Prasad T.; Katyayani J.; Gangaiah B.,2025,Indian Journal of Finance,10.17010/ijf/2025/v19i9/174429,"Purpose : This study aimed to predict impending power sector equity prices listed on the National Stock Exchange (NSE) by applying an AI Model. In a dynamic market, investors want quick and reliable information on trade trends and expected price movements. The demand for power in India has increased significantly in recent years. A research-based approach has been developed to assess and predict equity prices in order to address this paradigm, incorporating underlying market risks into the analytical framework. Methodology : To predict future stock values for four power-sector stocks with significant price volatility, the study employed sophisticated machine learning (ML) methods, such as Linear Regression, k-nearest neighbors (KNN), and long short-term memory (LSTM) neural networks. Afive-year dataset, covering July 15, 2020, to July 14, 2024, was obtained for the empirical study from reliable and authoritative sources. Original Value : The study evidently demonstrated the effectiveness of cutting-edge machine learning approaches in forecasting equity values, an undertaking that has historically presented significant analytical hurdles, with the aim of improving well-informed investing strategies and sensible risk management. Findings : The consistently negative Sharpe ratios suggested that investors contemplating these stocks should take caution, since the projected returns fell short of the risk-free benchmark. Despite its ease of use and interpretability, the linear regression model found it difficult to account for the intricate, non-linear dynamics present in changes in stock prices. On the other hand, the LSTM model, a sophisticated version of recurrent neural networks, produced encouraging outcomes, giving investors more assurance to put their money into stocks. © 2025, Associated Management Consultants Pvt. Ltd.. All rights reserved.",artificial intelligence (AI); equity price prediction; KNN; linear regression; LSTM; machine learning (ML),Article,Yes,No,No,SC01; SC05,M-2130,Primary/Other,Yes,Price; Direction/Movement,Yes,Yes,Yes,No,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,XAI; Indian_Market,equity price; equity prices; national stock exchange; stock prices,equity price; equity prices; future prices; price movements; price prediction; stock prices,artificial intelligence; lstm; machine learning; neural networks; recurrent neural,benchmark; dataset,"Purpose : This study aimed to predict impending power sector equity prices listed on the National Stock Exchange (NSE) by applying an AI Model. || A research-based approach has been developed to assess and predict equity prices in order to address this paradigm, incorporating underlying market risks into the analytical framework. || Despite its ease of use and interpretability, the linear regression model found it difficult to account for the intricate, non-linear dynamics present in changes in stock prices.",,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Yes,Unclear,Yes,Unclear,,,,,,,,,,,,long short-term memory; lstm; recurrent neural,,,interpretability,,india; national stock exchange; nse,
doi:10.1016/j.bir.2025.06.013,From headlines to stock trends: Natural language processing and explainable artificial intelligence approach to predicting Türkiye's financial pulse,Ibrahim M.M.; Islam Khan A.U.; Kaplan M.,2025,Borsa Istanbul Review,10.1016/j.bir.2025.06.013,"The dynamic field of financial markets is constantly in search of new ways to understand complex market dynamics. The increasing availability of vast amounts of text data offers new avenues for investigation (Botchway et al., 2020). This study aims to shed light on the dynamics between stock market movements and news narratives in Türkiye. To address this issue, the study will include the analysis of business, financial, and economic news from four major news journals (The Economist, The New York Times, The Guardian, and Yeni Şafak) along with local tweets. Yeni Şafak and local tweets serve as proxies for local news sentiment. The analysis rests on daily Turkish stock market data from January 1, 2015, to February 27, 2024, obtained from Yahoo Finance. The issue was addressed using state-of-the-art Natural Language Processing (NLP), machine learning, and explainable AI techniques. The findings reveal that international news significantly predicts the Turkish Stock market, with the majority of machine learning models yielding approximately 80 percent predictive accuracy. The Explainable AI methods demonstrate that traditional international news media have a significant impact on the Turkish stock market in comparison to local news sources such as Yeni Şafak and Twitter which serve as less effective predictors. Notably, the ensemble algorithms, comprising Random Forest, Gradient Boosting, and XGBoost, demonstrate robust performance across all datasets. © 2025 Borsa İstanbul Anonim Şirketi.",Explainable AI; Machine learning; Natural language processing; Sentiment analysis; Stock market; Transformers,Article,Yes,Yes,No,SC01; SC02; SC05; SD01; SD02; SD03; SD05,M-0532,Primary/Other,Yes,Trend,Yes,Yes,Yes,Yes,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Sentiment; XAI,stock market; stock trends,stock trends,artificial intelligence; gradient boosting; machine learning; random forest; xgboost,accuracy; comparison; datasets,From headlines to stock trends: Natural language processing and explainable artificial intelligence approach to predicting Türkiye's financial pulse,sentiment analysis,,Yes,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,market data,,,,tweets; twitter,sentiment,,,,,,,,,explainable,,,
doi:10.22495/rgcv15i4p13,GENERATIVE ARTIFICIAL INTELLIGENCE AND THE FUTURE OF FINANCIAL FORECASTING: EVIDENCE FROM LARGE LANGUAGE MODELS,Akpan M.,2025,Risk Governance and Control: Financial Markets and Institutions,10.22495/rgcv15i4p13,"The predictive abilities of generative artificial intelligence (AI) are changing the landscape for analytic workflows across sectors. Nevertheless, its capacity and implications for use cases in high-stakes, non-stationary environments — like financial markets — have been empirically under-researched (Tan et al., 2023; Lin & Marques, 2024). This research paper examines generative AI’s zero-shot forecasting capabilities using two large language model (LLM) architectures, OpenAI’s GPT-4o, and Anthropic’s Claude 3.5 Sonnet, as they forecast stock prices. Specifically, the paper evaluates the LLMs’ predictive powers in terms of actual closing prices for a portfolio of in-use equities across sectors on February 3, 2025. A rigorous quantitative approach is used throughout the analyses. In the results section, standardized metrics including mean absolute error (MAE), root mean squared error (RMSE), mean absolute percentage error (MAPE), correlation scores, and R-squared are calculated to assess predictive accuracy and directional bias. Results show that Claude 3.5 Sonnet outperformed GPT-4o on all accuracy metrics, and also showed better accuracy in forecasting actual movement in the stock market, confirming the study hypothesis and demonstrating performance can vary significantly between LLM architectures (Xu et al., 2024). Further analysis of sector-based performance can be undertaken. The study concludes that while the LLM Claude 3.5 Sonnet does yield encouraging strategic implications for use in investment analytics, there still exist significant challenges in relation to interpretability, model calibration, and model sensitivity to rapidly changing market dynamics. © 2025 The Author.",Financial Forecasting; Generative Artificial Intelligence; Large Language Models (LLMs); Stock Price Prediction; Zero-Shot Learning,Article,Yes,No,No,SC01,M-2204,Primary/Other,Yes,Price,Yes,Yes,Yes,No,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,LLM_FinGPT; XAI,stock market; stock price; stock prices,closing prices; price prediction; stock price; stock prices,artificial intelligence; large language model; large language models; llm; llms,accuracy; mae; mape; r-squared; results show; rmse,"This research paper examines generative AI’s zero-shot forecasting capabilities using two large language model (LLM) architectures, OpenAI’s GPT-4o, and Anthropic’s Claude 3.5 Sonnet, as they forecast stock prices. || Results show that Claude 3.5 Sonnet outperformed GPT-4o on all accuracy metrics, and also showed better accuracy in forecasting actual movement in the stock market, confirming the study hypothesis and demonstrating performance can vary significantly between LLM architectures (Xu et al., 2024).",,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,,,,large language model; large language models; llm; llms,,,,,,,interpretability,,,
doi:10.1016/j.jclimf.2024.100058,How important are climate change risks for predicting clean energy stock prices? Evidence from machine learning predictive modeling and interpretation,Basher S.A.; Sadorsky P.,2025,Journal of Climate Finance,10.1016/j.jclimf.2024.100058,"The clean energy equity sector plays an important role in the transition to a low-carbon economy. This paper explores the role of climate change risks in predicting the direction of clean energy stock prices (solar, wind, nuclear). We employ machine learning models, including random forests, boosting, extremely randomized trees, and support vector machines, to make our predictions. Variable importance is determined using Shapley/SHAP values. Notably, tree-based ensemble and boosting models show an accuracy exceeding 85 % for the 10 day to 20 day forecast period. For the stock prices of solar, wind, and nuclear energy, inflation expectations and technical indicators (which account for behavioral factors) such as on-balance volume and Williams’ accumulation/distribution are important features within this forecast range. For wind and solar energy stocks moving averages are also important additional features while for nuclear energy stocks economic policy uncertainty and stock market volatility are additional important features. In the five day to twenty day forecast horizon, climate change risks are not important features. These results align with a body of literature that raises concerns about equity prices not fully reflecting climate change risks. An equally weighted portfolio of wind, solar, and nuclear energy stock prices that used trading signals from an Extra Trees prediction model outperformed a buy and hold portfolio in terms of risk adjusted returns. These results are robust to trading costs and weekly or monthly portfolio rebalancing. © 2024 Elsevier B.V.",Clean energy stock prices; Climate change risks; Forecasting; Machine learning; Random forests; Sustainable finance,Article,Yes,No,No,SC01; SC05,M-1078,Primary/Other,Yes,Price,Yes,Yes,Yes,Yes,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Technical_Indicators; XAI,equity prices; stock market; stock prices,equity prices; stock prices,machine learning; support vector,accuracy,"How important are climate change risks for predicting clean energy stock prices? Evidence from machine learning predictive modeling and interpretation || This paper explores the role of climate change risks in predicting the direction of clean energy stock prices (solar, wind, nuclear). || For the stock prices of solar, wind, and nuclear energy, inflation expectations and technical indicators (which account for behavioral factors) such as on-balance volume and Williams’ accumulation/distribution are important features within this forecast range. || These results align with a body of literature that raises concerns about equity prices not fully reflecting climate change risks. || An equally weighted portfolio of wind, solar, and nuclear energy stock prices that used trading signals from an Extra Trees prediction model outperformed a buy and hold portfolio in terms of risk adjusted returns.",stock market volatility,,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,volume,moving averages; technical indicators,,,,,,,,,,,,,shap,,,
doi:10.1016/j.mlwa.2025.100730,"Integrating deep learning and econometrics for stock price prediction: A comprehensive comparison of LSTM, transformers, and traditional time series models",Osman E.G.A.; Otaibi F.A.,2025,Machine Learning with Applications,10.1016/j.mlwa.2025.100730,"This study presents a comprehensive empirical comparison between state-of-the-art deep learning models including Long Short-Term Memory (LSTM) networks, Transformer architectures, and traditional econometric models (ARIMA and VAR) for stock price prediction, with particular focus on performance during the COVID-19 pandemic crisis. Using daily S&P 500 data from 2015 to 2020, we rigorously evaluate model performance across multiple metrics including Root Mean Squared Error (RMSE), Mean Absolute Error (MAE), and Mean Absolute Percentage Error (MAPE). Our findings demonstrate that while Transformer models achieve the best overall performance with an RMSE of 41.87 and directional accuracy of 69.1 %, LSTM networks provide an optimal balance between performance (RMSE: 43.25) and computational efficiency. Both deep learning approaches significantly outperform traditional econometric methods, with LSTM achieving a 53.3 % reduction in RMSE compared to ARIMA models. During the COVID-19 crisis period, deep learning models demonstrated exceptional robustness, with Transformers showing only 45 % performance degradation compared to over 100 % degradation in traditional models. Through comprehensive attention analysis, we provide insights into model interpretability, revealing adaptive behavior across market regimes. The study contributes to the growing literature on artificial intelligence applications in finance by providing rigorous empirical evidence for the superiority of modern deep learning approaches, while addressing the critical need for comparison with cutting-edge Transformer architectures that have revolutionized machine learning in recent years. © 2025",Attention Mechanisms; COVID-19; Deep Learning; Econometrics; Financial Markets; LSTM; Stock Price Prediction; Transformers; Commerce; Computational efficiency; Costs; Electronic trading; Financial markets; Forecasting; Learning systems; Mean square error; Memory architecture; Time series; Value engineering; Attention mechanisms; Deep learning; Econometric; Learning models; Memory network; Performance; Root mean squared errors; Short term memory; Stock price prediction; Transformer; Long short-term memory,Article,Yes,Yes,No,SC01; SC05; SD01; SD04; SD05,M-1193,Primary/Other,Yes,Price,Yes,Yes,Yes,No,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,Transformer_Attention; XAI,s&p 500; stock price,price prediction; stock price,artificial intelligence; attention; deep learning; lstm; machine learning; transformer,accuracy; comparison; evaluate; mae; mape; outperform; rmse,"Integrating deep learning and econometrics for stock price prediction: A comprehensive comparison of LSTM, transformers, and traditional time series models || This study presents a comprehensive empirical comparison between state-of-the-art deep learning models including Long Short-Term Memory (LSTM) networks, Transformer architectures, and traditional econometric models (ARIMA and VAR) for stock price prediction, with particular focus on performance during the COVID-19 pandemic crisis.",,,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,time series,,,,,,,,,,transformer,long short-term memory; lstm,,,interpretability,,,
doi:10.1007/s10614-025-11159-w,Integration of Explainable AI with Deep Learning for Real-Time Sentiment-Driven Stock Price Prediction,Sravankumar B.; Krishna G.B.; Murthy G.V.; Kumar D.R.; Sridevi M.; Rao M.V.,2025,Computational Economics,10.1007/s10614-025-11159-w,"Accurate predictions in financial markets are crucial for decision-making and risk management. Stock prices and exchange rates are becoming increasingly influenced by public sentiment as expressed on social media and other digital forms of communication, including Twitter and Yahoo Finance. The ever-evolving landscape of global finance necessitates precise forecasting of exchange rates for effective financial planning and risk management. A new method for predicting stock prices that incorporates social-based and financial-based sentiment analysis, along with advanced deep learning algorithms. More specifically, the Recurrent Dual Black-winged Kite Convoluted Graph (RDBKCG) model consists of a Recurrent Dual Convoluted Graph Neural Network (RDCGNN) and Black-winged Kite Algorithm (BKA) to increase the accuracy of predictions. The RDCGNN utilizes both temporal and spatial complexity inherent in stock data, while BKA uses network parameters to accommodate the complexities underlying stock data to attain better performance in stock price forecasting. The procedure creates predictions driven by sentiments sourced in minimal or contextualized essential explanations using explainable AI processes to maximize the understandability of like processes. This included Locally Interpretable Model-agnostic Explanations (LIME) to improve understanding. The methodology approach highlights the increasing significance of sentiment analysis in inducing stock price fluctuations, integrating both social and financial sentiment to attain more accurate and transparent forecasts. The results of the experiment indicate that the suggested method surpasses current techniques, attaining a peak accuracy of 99.4%, a precision of 99.3%, a specificity of 99.2%, a recall of 99.56%, and an F1-score of 99.5%. This provides considerable benefits for stakeholders involved in financial planning and strategy formulation. Overall, the proposed methodology enhances the interpretability of sentiment-driven predictions, providing valuable insights for stakeholders in financial planning and decision-making. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",Financial market; Public sentiments and stakeholder; Sentimental analysis; Stock price prediction,Article,Yes,No,No,SC01; SC05,M-0195,Primary/Other,Yes,Price,Yes,Yes,Yes,Yes,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Sentiment; XAI,stock price; stock prices,price forecasting; price prediction; stock price; stock prices,deep learning; graph neural; neural network,accuracy; experiment; f1; precision; recall,"Integration of Explainable AI with Deep Learning for Real-Time Sentiment-Driven Stock Price Prediction || Stock prices and exchange rates are becoming increasingly influenced by public sentiment as expressed on social media and other digital forms of communication, including Twitter and Yahoo Finance. || A new method for predicting stock prices that incorporates social-based and financial-based sentiment analysis, along with advanced deep learning algorithms. || The RDCGNN utilizes both temporal and spatial complexity inherent in stock data, while BKA uses network parameters to accommodate the complexities underlying stock data to attain better performance in stock price forecasting. || The methodology approach highlights the increasing significance of sentiment analysis in inducing stock price fluctuations, integrating both social and financial sentiment to attain more accurate and transparent forecasts.",sentiment analysis,,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,,,,,social media; twitter,sentiment,,,,,,,,,explainable; interpretability; interpretable; lime,,,
doi:10.1016/j.pacfin.2025.102946,Multi-factor portfolio optimization: A combined random Forest–AdaBoost model with cost-sensitive learning1,Yao H.; Wan C.,2025,Pacific Basin Finance Journal,10.1016/j.pacfin.2025.102946,"This paper proposes a machine learning-driven multi-factor investment strategy, denoted as DE-CS-RFA, which integrates the Random Forest-AdaBoost (RFA) ensemble learning model, Cost-Sensitive (CS) learning, and the Differential Evolution algorithm (DE). The model utilizes 110 heterogeneous predictive features as input characteristics, eliminating redundant features via Kendall correlation analysis to enhance computational efficiency while comprehensively capturing market information. Subsequently, the Rank-Sum Ratio comprehensive evaluation method is employed to construct the initial investment universe and to develop an investment strategy based on the model's predicted data. Empirical results demonstrate that RFA outperforms other mainstream machine learning models on multiple evaluation metrics. Moreover, the simulation trading results indicate that the DE-CS-RFA model can effectively capture the market complexity and individual investor differences, enhancing the applicability and effectiveness of the investment strategy. Interpretability analysis further reveals the key factors influencing the stock price trends in the A-share market. Finally, robustness tests confirm that the DE-CS-RFA model can adapt to diverse financial market characteristics, holding potential to promote the widespread application of multi-factor investment strategies in the A-share market. © 2025 Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",Cost-sensitive learning; Ensemble learning; Investment strategy; Multi-factor model; Portfolio optimization,Article,Yes,No,No,SC01; SC05,M-1275,Primary/Other,Yes,Price; Trend,Yes,Yes,Yes,Yes,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,Metaheuristic; XAI,a-share; stock price,price trends; stock price,ensemble learning; machine learning; random forest,evaluation; outperforms; results demonstrate; training,Interpretability analysis further reveals the key factors influencing the stock price trends in the A-share market.,portfolio optimization,,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Unclear,,,,,,,,,,,,,,differential evolution,interpretability,,,
doi:10.3390/jrfm18030142,Risk-Adjusted Performance of Random Forest Models in High-Frequency Trading,Deep A.; Shirvani A.; Monico C.; Rachev S.; Fabozzi F.,2025,Journal of Risk and Financial Management,10.3390/jrfm18030142,"Because of the theoretical challenges posed by the Efficient Market Hypothesis with respect to technical analysis, the effectiveness of technical indicators in high-frequency trading remains inadequately explored, particularly at the minute-level frequency, where the effects of the microstructure of the market dominate. This study evaluates the integration of traditional technical indicators with Random Forest regression models using minute-level SPY data, analyzing 13 distinct model configurations. Our empirical results reveal a stark contrast between in-sample and out-of-sample performance, with (Formula presented.) values deteriorating from 0.749–0.812 during training to negative values in testing. A feature importance analysis demonstrates that primary price-based features dominate the predictions made by the model, accounting for over 60% of the importance, while established technical indicators, such as RSI and Bollinger Bands, account for only 14–15%. Although the indicator-enhanced models achieved superior risk-adjusted metrics, with Rachev ratios between 0.919 and 0.961, they consistently underperformed a simple buy-and-hold strategy, generating returns ranging from −2.4% to −3.9%. These findings challenge conventional assumptions about the usefulness of technical indicators in algorithmic trading, suggesting that in high-frequency contexts, they may be more relevant to risk management rather than to predicting returns. For practitioners and researchers, our findings indicate that successful high-frequency trading strategies should focus on adaptive feature selection and regime-specific modeling rather than relying on traditional technical indicators, as well as indicating the critical importance of robust out-of-sample testing in the development of a model. © 2025 by the authors.",high-frequency data; machine learning; Random Forest regression; risk-adjusted performance; stock price prediction; technical indicators,Article,Yes,No,No,SC01; SC06,M-2441,Primary/Other,Yes,Price; Return,Yes,Yes,No,Yes,,Yes,3,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Medium,Technical_Indicators; XAI; Temporal_Validation,stock price,predicting returns; price prediction; stock price,machine learning; random forest,testing; training,,algorithmic trading; trading strategies,,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,,bollinger; rsi; technical analysis; technical indicators,,,,,,,,,,,,,feature importance,out-of-sample,,
doi:10.1007/s41870-025-02933-y,VSF-Net: A variational encoder and Sharpness-Aware attention framework for robust forecasting of non-stationary financial time series,Kahra D.; Kahra V.,2025,International Journal of Information Technology (Singapore),10.1007/s41870-025-02933-y,"Predicting financial time series and mainly the extremely volatile and non-stationary dynamics of the stock prices is a challenging task. Deep learning models have trouble in overfitting, interpretability and robustness in case of rapid market changes. To address these problems, this paper presents a new hybrid architecture VSF-Net (Variational Sequence Forecasting Network) by incorporating a Variational Autoencoder (VAE) for latent feature compression, a Transformer decoder with channel-wise attention for dynamic temporal learning, and Sharpness-Aware Minimization (SAM) optimizer to facilitate better generalization. The architecture is back-tested with historical data of the four top NASDAQ stocks, including AAPL, MSFT, AMZN and NVDA over both daily and monthly time spans. Pre-processing includes normalization and windowed segmentation, and is followed by extraction of learned latent features from raw data and attention-based sequence decoding. The effectiveness of the model is quantitatively compared with the state-of-the-art deep learning models including LSTM (long short term memory), GRU (gated recurrent unit), CNN-LSTM (convolutional neural network-long short term memory), Transformer and TSMixer. VSF-Net performs the best in all the evaluation metrics, with an R² of 0.921, RMSE of 12.45, MAE of 8.31, and MAPE of 4.2%. These results are highly significant relative to the next-best model and also verify the effectiveness and robustness of the proposed model in learning long-term memory dependencies and coping with noisy and complex market dynamics. © Bharati Vidyapeeth's Institute of Computer Applications and Management 2025.",Deep learning; NASDAQ prediction; SAM optimizer; Stock market forecasting; Transformer; Variational autoencoder,Article,Yes,No,No,SC01; SC05,M-0336,Primary/Other,Yes,Price,Yes,Yes,Yes,No,,Yes,2,19,A_Direct_Methodological_Priority,Detailed extraction for gap and methodology design,Low,Transformer_Attention; XAI,nasdaq; stock market; stock prices,stock prices,attention; cnn; convolutional; deep learning; gru; lstm; neural network; transformer,evaluation; mae; mape; rmse,Predicting financial time series and mainly the extremely volatile and non-stationary dynamics of the stock prices is a challenging task.,,,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes,Yes,Unclear,Unclear,Yes,Unclear,Unclear,Unclear,time series,,,,,,,,,,transformer,gru; long short term memory; lstm,,,interpretability,,,
