UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Evidence_Level,Screening_Decision,Exclusion_Code,Exclusion_Reason,Stock_Evidence,Prediction_Evidence,AI_Evidence,NonTarget_Evidence
doi:10.1016/j.aei.2025.103798,MetaGNSDformer: Meta-learning enhanced gated non-stationary informer with frequency-aware attention for point-interval remaining useful life prediction of lithium-ion batteries,Fang Cheng and Hui Liu and Xinwei Lv,2026,Advanced Engineering Informatics,10.1016/j.aei.2025.103798,"Remaining useful life (RUL) prediction of Lithium-ion batteries (LIBs) is essential for safe and reliability management of battery energy storage system (BESS). However, existing methods often overlook uncertainty quantification. Given the inherent uncertainty in LIBs degradation, especially under limited data, point predictions alone are insufficient for effective decision support. To tackle these, an end-to-end point-interval framework is proposed, comprising base learner and meta learner. The base learner, termed the GNSDformer, integrates Gated Non-stationary Informer with Discrete Cosine Transformation (DCT)-based Frequency Enhanced Channel Attention Mechanism (FECAM). Specially, Gated mechanism is employed to extract temporal features, while De-stationary ProbSparse Attention and FECAM block jointly enhance detection of non-stationary data dependencies and frequency information. Subsequently, MetaGNSDformer extends GNSDformer by incorporating an Eigen Reptile-based meta learner, which updates meta-parameters along the principal direction derived from source tasks. Through comprehensive experiments across LIBs from NASA datasets with small training samples, the effectiveness of each component within the MetaGNSDformer is demonstrated. Specifically, the model significantly outperforms existing point/interval prediction models. Furthermore, the Modified Diebold-Mariano test confirms the superiority of the MetaGNSDformer, while its stability is substantiated through repeated predictions. Hence, the proposed model has practical applicability in enhancing the safety and economic efficiency of BESS, thereby contributing to environmental sustainability.","Lithium-ion batteries, Point-interval prediction, Remaining useful life, De-stationary ProbSparse attention, Frequency enhanced channel attention mechanism, Eigen reptile",Article,No,Yes,No,SD01,M-0415,Abstract available,Exclude,E13,AI/ML forecasting present but direct stock/equity relevance not established,,prediction,attention,
doi:10.1016/j.aei.2025.104290,TSDR-SFE: A prediction model for dam crack width based on two-stage decomposition–reconstruction and spatiotemporal feature extraction,Yixiang Fang and Chongshi Gu and Yangtao Li and Yiming Wang and Taiqi Lu and Lei Shen and Xiao Sun and Mingyuan Zhu and Fuqiang Zhou and Sitao Fu and Hao Gu,2026,Advanced Engineering Informatics,10.1016/j.aei.2025.104290,"Crack formation and propagation in concrete dams present substantial risks to long-term structural integrity and operational stability. Accurate crack-width prediction models are thus essential for ensuring the continued safe operation of these structures. However, crack width monitoring data are highly nonlinear and non-stationary, limiting the effectiveness of traditional single-technique signal decomposition methods in capturing their complex time–frequency dynamics. To overcome these challenges, this study proposes a predictive model (TSDR-SFE) that integrates two-stage decomposition–reconstruction with spatiotemporal feature extraction. The model begins by applying improved empirical mode decomposition (IEMD) to decompose the crack width time series into intrinsic mode functions (IMFs). Then, spatial post-multiscale fusion entropy (SPMFE) is used to compute the entropy value of each IMF, which subsequently serves as input to the k-Graph clustering algorithm. By constructing a graph-based structure, IMFs are classified and reconstructed into stochastic, periodic, and trend components. Next, the stochastic component, due to its higher complexity, undergoes a second decomposition using successive variational mode decomposition (SVMD). Finally, the trend and periodic components, along with the subsequences of the stochastic component obtained, are separately predicted using the TSMixer, which effectively extracts spatiotemporal features. The final prediction is obtained by aggregating the prediction results of the three components. Using monitoring data collected from seven crack-width meters installed at multiple locations on a concrete dam, the accuracy and generalization capability of TSDR-SFE are evaluated by comparing its predictive performance with ten ablation models and twelve benchmark models. The experimental results show that TSDR-SFE consistently outperforms all comparative models in both fitting accuracy and predictive performance, achieving coefficient of determination (R2) values above 0.97 and exhibiting the most compact residual distributions. These findings confirm that the layered strategy of decomposition, clustering, secondary decomposition, and modeling effectively reduces the complexity of non-stationary time series. This reduction facilitates the extraction of deeper knowledge from simplified components. It provides a robust theoretical basis for diagnosing crack evolution patterns and guiding engineering safety decisions.","Concrete dam, Crack width, Two-Stage decomposition, Reconstruction, Spatiotemporal feature extraction",Article,No,Yes,No,SD01,M-0416,Abstract available,Exclude,E06,Non-financial time-series forecasting / no stock-equity context,,prediction,,
doi:10.1016/j.aei.2026.104667,Filterformer: enhancing time series forecasting through filter,Gang Zeng and You Dong and Yi-Qing Ni and Jia-Xin Zhang,2026,Advanced Engineering Informatics,10.1016/j.aei.2026.104667,"Engineering time series signals exhibit complex spectral compositions, comprising both informative temporal patterns and non-informative high-frequency components. The high-frequency noise can distort intrinsic dependencies and undermine long-term forecasting reliability. To enhance the robustness of transformer-based forecasting under noisy conditions, we propose Filterformer, a unified framework that effectively suppresses high-frequency noise while preserving essential temporal characteristics. It integrates a padding-based sliding average filter for frequency-domain noise suppression, an SNR block for denoising control, and channel-independent patch encoding for efficient temporal representation. This design effectively suppresses non-informative high-frequency components while preserving meaningful temporal dynamics. Extensive experiments on five real-world datasets demonstrate that Filterformer consistently outperforms state-of-the-art baselines in long-term forecasting and maintains stable performance across varying signal-to-noise ratios. Moreover, its successful application to a newly collected metro subgrade-settlement dataset with 10-minute sampling intervals confirms its potential for reliable long-term monitoring and structural health assessment in real-world engineering systems.","Patching, Sliding average filter, Encoder, Settlement Forecasting",Article,No,Yes,No,SD01; SD05,M-0417,Abstract available,Exclude,E13,AI/ML forecasting present but direct stock/equity relevance not established,,forecasting,transformer,
doi:10.1016/j.aej.2024.11.079,A next generation probabilistic approach to analyze cancer patients data with inference and applications,Yusra A. Tashkandy and Bakr M. E and Meraou M. A and Anoop Kumar and Yusuf M and M.M.Abd El-Raouf,2025,Alexandria Engineering Journal,10.1016/j.aej.2024.11.079,"This study addresses the critical challenges faced in cancer care, particularly in predicting survival times for patients with lung cancer and acute myeloid leukemia. Despite recent advancements in medical science, existing models often fall short in accurately capturing disease progression, leading to less effective clinical decision-making, and compromised patient outcomes. The need for advanced predictive models is urgent to improve survival time forecasts and enhance treatment strategies. In response to this, we introduce a novel probabilistic approach, the New Weibull (NEWE) model, which is part of a newly generated class designed to model cancer patient data more effectively. Our methodology includes using seven well-known estimation methods, each rigorously evaluated for consistency through Monte Carlo simulation studies focused on key metrics such as absolute bias, mean square error, and mean relative error. The datasets analyzed include survival times for twenty acute myeloid leukemia patients, 121 breast cancer patients from 1929 to 1938, 33 patients with acute myelogenous leukemia, data from eighteen individuals who died from causes unrelated to cancer, and survival times of advanced lung cancer patients undergoing standard chemotherapy. The NEWE model outperformed competing models, particularly in Anderson-Darling, Cramer-von Mises, and Kolmogorov-Smirnov tests, with significantly higher p-values. These findings highlight the NEWE model’s potential to transform predictive oncology by offering more precise survival time predictions, improving the quality of care and decision-making in cancer treatment.","Probabilistic modeling, Generated class, Weibull model, Cancer survival analysis, Monte Carlo simulations",Article,No,Yes,No,SD01,M-0422,Abstract available,Exclude,E06,Non-financial time-series forecasting / no stock-equity context,,,,
doi:10.1016/j.aej.2025.02.026,Enhancing diabetic retinopathy detection through federated convolutional neural networks: Exploring different stages of progression,Saad Alanazi and Rayan Alanazi,2025,Alexandria Engineering Journal,10.1016/j.aej.2025.02.026,"Diabetic Retinopathy (DR) is a usual diabetes consequence as well as the world's leading cause of vision loss. Proper identification and treatment are critical for preventing visual loss. This paper presents a comprehensive solution for DR identification utilizing deep learning algorithms. To reduce class imbalance and strengthen this model, we first prepare unbalanced data utilizing the Synthetic Minority Oversampling Technique (SMOTE). In addition, Weiner and median filtration(weinmed) reduce turbulence in retinal images, improving the image quality for future investigations. The VGG was created primarily for segmentation and classification and is well-known for its ability to gather fine visual details. The obtained characteristics are incorporated into several CNN (convolutional neural network) models, which generate discriminatory patterns to determine DR severity levels. Federated learning within this plan allows shared instruction across many medical institutions while protecting patient privacy and security. The combination of SMOTE technology data pre-processing, filtering approaches, VGG-based segmentation, federated learning, and CNN (FedCNN) categorization produces encouraging results, demonstrating the feasibility of scalable and secure DR detection systems. The VGG was created primarily for feature extraction and is well-known for its ability to gather fine visual details. The obtained characteristics are incorporated into several CNN (convolutional neural network) models, which generate discriminatory patterns to determine DR severity levels. Also included in this plan is federated learning, allowing shared instruction across many medical institutions while protecting patient privacy and security.","SMOTE, Weinmed Filter, VGG19, Federated learning, Convolutional neural network (CNN)",Article,No,Yes,No,SD01; SD05,M-0423,Abstract available,Exclude,E06,Non-financial time-series forecasting / no stock-equity context,,,cnn; convolutional; deep learning; neural network,
doi:10.1016/j.aej.2025.09.018,An attention-enhanced TimesNet time series model for predicting the commodity price,Xuesen Cai,2025,Alexandria Engineering Journal,10.1016/j.aej.2025.09.018,"Commodity price prediction is a critical task in economic management, financial investment, and market regulation. Traditional prediction models, such as ARIMA and GARCH, often encounter limitations in capturing the complex nonlinear dynamics and time-dependent nature of price fluctuations. In this study, we present an enhanced TimesNet model that integrates self-attention mechanisms with two-dimensional time–frequency transformations. This combination improves the model’s ability to effectively capture both long-term trends and short-term cyclical fluctuations in commodity prices. The model was evaluated using data from a wide range of agricultural commodities, including potatoes, cucumbers, soybeans, corn, wheat, rapeseed, eggs, bananas, apples, oil, and watermelons. Experimental results demonstrate that the improved model significantly outperforms existing models. Specifically, with a sequence length of 512, the model achieves an average absolute error (MAE) of 0.129, compared to 0.134 for the original TimesNet model. These results confirm the enhanced model’s superior capacity for capturing long-term dependencies and cyclical fluctuations. The proposed TimesNet model, by combining self-attention and 2D time–frequency transformations, offers a robust, accurate, and computationally efficient solution for commodity price prediction, making it highly applicable to real-world agricultural markets.","Commodity price prediction, TimesNet, Self-attention mechanism, 2D time–frequency transformations, Agricultural commodities",Article,No,Yes,No,SD01; SD02,M-0426,Abstract available,Exclude,E03,Commodity/energy forecasting without stock/equity forecasting,,prediction,attention,commodity price
doi:10.1016/j.aichem.2024.100067,Spatial-temporal self-attention network based on bayesian optimization for light olefins yields prediction in methanol-to-olefins process,Jibin Zhou and Duiping Liu and Mao Ye and Zhongmin Liu,2024,Artificial Intelligence Chemistry,10.1016/j.aichem.2024.100067,"Methanol-to-olefins (MTO), as an alternative pathway for the synthesis of light olefins (ethylene and propylene), has gained extensive attention. Accurate prediction of light olefins yields can effectively facilitate process monitoring and optimization, as they are significant economic indexes and stable operation indicators of the industrial MTO process. However, the nonlinearity and dynamic interactions among process variables pose challenges for the prediction using traditional statistical methods. Additionally, physical-based methods relying on first-principle theory are always limited by an insufficient understanding of reaction mechanisms. In contrast, data-driven methods offer a viable solution for the prediction based solely on process data without requiring extensive process knowledge. Therefore, in this work, a data-driven approach that integrates spatial and temporal self-attention modules is proposed to capture complex interactions. Furthermore, Bayesian optimization is employed to determine the optimum hyperparameters and enhance the accuracy of the model. Studies on an actual MTO process demonstrate the superior prediction performance of the proposed model compared to baseline models. Specifically, 24 process variables are selected as the high-dimensional inputs, and yields of ethylene and propylene, as the low-dimensional outputs, are successfully predicted at various prediction horizons ranging from 2 to 8 h.","Methanol-to-olefins, Light olefins yields prediction, Self-attention mechanism, Bayesian optimization",Article,No,Yes,No,SD01,M-0428,Abstract available,Exclude,E13,AI/ML forecasting present but direct stock/equity relevance not established,,prediction,attention,
doi:10.1016/j.aiig.2026.100253,PSO–CS approach and decomposition methods for corn prices forecasting,Adelaida Ojeda-Beltran and Emiro De-La-Hoz-Franco and José Escorcia-Gutierrez,2026,Artificial Intelligence in Geosciences,10.1016/j.aiig.2026.100253,"This study aims to evaluate various approaches for forecasting maize prices by applying individual and ensemble models, both with and without time series decomposition techniques. In the first phase, four decomposition methods were applied: Empirical Wavelet Transform (EWT), Variational Mode Decomposition (VMD), Singular Spectrum Analysis (SSA), and EMD. Subsequently, the signal-to-noise ratio (SNR) was calculated for each technique, and SSA and EMD were selected as the most efficient methods for extracting relevant components and reducing noise. Based on the two selected decomposition techniques, EMD yielded the most favorable forecasting performance. Under this approach, the LightGBM model achieved an RMSE of 3.27, an MAE of 2.08, and a MAPE of 0.50%, while XGBoost obtained an RMSE of 3.70, an MAE of 2.41, and a MAPE of 0.58%. Under SSA decomposition, both tree-based models maintained competitive predictive performance, although with slightly higher forecasting errors. In contrast, the Fully Connected Network (FCN) and Recurrent Neural Network (RNN) models exhibited lower predictive accuracy across both decomposition methods. In a subsequent stage, the PSO–CS optimization strategy was employed to combine individual forecasts, with the XGBoost + LightGBM ensemble under EMD achieving the lowest prediction errors (RMSE = 3.20, MAE = 2.03, and MAPE = 0.48%). Overall, tree-based models consistently outperformed neural network architectures, demonstrating strong predictive capability and robustness, even when trained directly on the original time series without decomposition (MAPE = 0.61%).","Forecasting, Time series, Machine learning, Agriculture, Price",Article,No,Yes,No,SD01; SD04,M-0429,Abstract available,Exclude,E13,AI/ML forecasting present but direct stock/equity relevance not established,,forecasting; prediction,lightgbm; machine learning; neural network; recurrent neural; rnn; xgboost,
doi:10.1016/j.aiopen.2025.06.001,Client: Cross-variable linear integrated enhanced transformer for multivariate long-term time series forecasting,Jiaxin Gao and Wenbo Hu and Dongxiao Zhang and Yuntian Chen,2025,AI Open,10.1016/j.aiopen.2025.06.001,"Long-term time series forecasting (LTSF) is crucial in modern society, playing a pivotal role in facilitating long-term planning and developing early warning systems. While many Transformer-based models have recently been introduced for LTSF, a doubt has been raised regarding the effectiveness of attention modules in capturing cross-time dependencies. In this study, we design a mask-series experiment to validate this assumption and subsequently propose the ”Cross-variable Linear Integrated ENhanced Transformer for Multivariate Long-Term Time Series Forecasting” (Client), an advanced model that outperforms both traditional Transformer-based models and linear models. Client employs the linear module to learn trend information and the enhanced Transformer module to capture cross-variable dependencies. Meanwhile, the cross-variable Transformer module in Client simplifies the embedding and position encoding layers and replaces the decoder module with a projection layer. Extensive experiments with nine real-world datasets have confirmed the SOTA performance of Client with the least computation time and memory consumption compared with the previous Transformer-based models. Our code is available at https://github.com/daxin007/Client.","LTSF, Cross-variable transformer, Linear module",Article,No,Yes,No,SD01; SD05,M-0430,Abstract available,Exclude,E13,AI/ML forecasting present but direct stock/equity relevance not established,,forecasting,attention; transformer,
doi:10.1016/j.ajsl.2025.05.001,A comparative evaluation of machine learning approaches for container freight rates prediction,Namhun Kim and Junhee Cha and Junwoo Jeon,2025,The Asian Journal of Shipping and Logistics,10.1016/j.ajsl.2025.05.001,"This study evaluates the predictive performance of four models—Decision Tree, Random Forest, Prophet, and LSTM—in forecasting container freight rates, a key metric for strategic decision-making in the shipping industry. To address data heterogeneity, Min-Max normalization was applied, and the Johansen co-integration test confirmed long-term relationships among the variables, justifying the use of raw data in our analysis. Performance was assessed using MSE, RMSE, NMSE, MAE, MAPE and SMAPE. While both Decision Tree and Random Forest models yielded lower absolute errors compared to LSTM and Prophet, the Decision Tree model demonstrated superior relative accuracy, outperforming Random Forest by approximately 91.8 % on the USWC route, 52.1 % on USEC, 43.5 % on MED, and 22.7 % on NEUR. These findings highlight the robustness of the Decision Tree model for container freight rate forecasting under volatile market conditions.","Container Freight Rates, Machine learning, Decision Tree, Random Forest, LSTM, Prophet",Article,No,Yes,No,SD01; SD05,M-0431,Abstract available,Exclude,E13,AI/ML forecasting present but direct stock/equity relevance not established,,forecasting; prediction,lstm; machine learning; random forest,
doi:10.1016/j.annals.2025.103959,Time and feature varying tourism demand forecasting,Huicai Gao and Hengyun Li and Chen Jason Zhang,2025,Annals of Tourism Research,10.1016/j.annals.2025.103959,"Choosing appropriate weights for individual models represents a major challenge in combination forecasting. Most research has used constant or time-varying weights during stable periods, ignoring dynamic weights that account for the latent features in multisource data during uncertain periods. We introduce an innovative approach that employs a time- and feature-varying ensemble learning–based meta-learner to consolidate individual model forecasts. The proposed model integrates statistical, machine learning, and deep learning models, along with economic and search engine data, to forecast visitor arrivals in Hong Kong and Sanya City, China. Results show that the proposed model surpasses most individual models and typical combination methods in stable and uncertain times. The findings highlight the proposed model's ability to yield consistent and reliable predictions across a variety of scenarios, particularly during volatile periods.","Ensemble learning, Meta-learning, Feature engineering, Combination forecasting",Article,No,Yes,No,SD01; SD05,M-0432,Abstract available,Exclude,E06,Non-financial time-series forecasting / no stock-equity context,,forecast; forecasting,deep learning; ensemble learning; machine learning,tourism demand
doi:10.1016/j.apenergy.2025.125372,Implementing a provincial-level universal daily industrial carbon emissions prediction by fine-tuning the large language model,Zhengyuan Feng and Yuheng Sun and Jun Ning and Shoujuan Tang and Guangxin Liu and Fangtao Liu and Yang Li and Lei Shi,2025,Applied Energy,10.1016/j.apenergy.2025.125372,"Accurate daily predictions of industrial carbon emissions can improve our understanding of industrial activities. In this paper, we propose a novel approach to predict daily industrial carbon emissions by fine-tuning pre-trained language models. This method constructs a general carbon emissions model applicable to all provinces, providing accurate predictions in natural language format and outperforming traditional carbon emissions models. It achieves Mean Absolute Error (MAE) of 0.005757, Root Mean Squared Error (RMSE) of 0.008982, and Mean Absolute Percentage Error (MAPE) of 5.485714 %. The results suggest that fine-tuned T5 with prompt text significantly improves the predictive accuracy for daily industrial carbon emissions compared with typical multi-layer perception and long short-term memory numerical models. A single model can be adapted to the prediction of industrial carbon emissions in 31 provinces of China.","Carbon emissions prediction, Time series analysis, Large language model",Article,No,Yes,No,SD01,M-0434,Abstract available,Exclude,E13,AI/ML forecasting present but direct stock/equity relevance not established,,predict; prediction,large language model,
doi:10.1016/j.apenergy.2025.126617,A diffusion-model-based approach for forecasting energy demand in New Zealand’s transport sector,Shang Jiang and Cong Quoc Tran and Mehdi Keyvan-Ekbatani,2025,Applied Energy,10.1016/j.apenergy.2025.126617,"Accurate forecasting of energy demand in the transportation sector is critical for effective policy-making and resource management. However, predicting energy consumption under the influence of abnormal events that can cause significant changes in travel behaviours, such as natural disasters, pandemics, and wars, poses significant challenges. This is because existing approaches predominantly rely on historical tendencies without incorporating context-specific information. To address this gap and enhance forecasting accuracy, this study introduces a model that integrates a dependency-based mechanism with context-specific information, utilizing key variables such as crude oil prices, GDP, population statistics, overseas tourist arrivals, and vehicle kilometres, to predict end-use energy consumption in transportation, including periods affected by abnormal events. The model optimizes dependencies among these variables, leveraging a Graph Recurrent Unit (GRU) and a Denoising Diffusion Probabilistic Model (DDPM) to effectively capture temporal dynamics and provide robust probabilistic predictions. While this model can be applied to any country, in this paper, a case study focuses specifically on New Zealand’s transportation sector to demonstrate the model’s ability to improve yearly energy demand forecasts. The model’s performance is evaluated against various benchmarks, including both classic and AI-based forecasting methods, showing superior results, particularly in scenarios affected by the COVID-19 pandemic. Finally, the study offers insights into future energy demand in transportation in New Zealand under both persistent and recovering after the pandemic condition.","Transportation energy demand, Forecasting, Machine learning, Graph recurrent unit, Denoising diffusion probabilistic model",Article,No,Yes,No,SD01; SD04,M-0435,Abstract available,Exclude,E03,Commodity/energy forecasting without stock/equity forecasting,,forecasting; predict,gru; machine learning,crude oil; energy consumption
doi:10.1016/j.apmrv.2024.03.001,Investment performance comparison among various portfolio selection strategies in Taiwan stock market,Huang H.-H.; Chang T.-H.; Wang C.-P.,2024,Asia Pacific Management Review,10.1016/j.apmrv.2024.03.001,"This comparative analysis of the investment performance of eight portfolio strategies in the Taiwan stock market utilizes monthly data from Taiwan-listed companies from 1990 to 2021; the portfolio for each year comprises the top 100 companies based on market capitalization. Setting aside the equally and value-weighted portfolio strategies, the six strategies remaining are grounded in the mean-variance framework, fundamental index model, predictive blends model, and single-index model, respectively. Employing the rolling-window method, we compute the following monthly out-of-sample performance metrics for the portfolios: average excess return, standard deviation, Sharpe ratio, certainty equivalent return (CER), single-year cumulative returns, and value-at-risk. Portfolio weights are determined using a five-year estimation period and remain fixed (buy and hold) during the sixth year. In addition to scrutinizing the portfolios’ performance on a yearly basis, we also assess their cumulative long-term performance over multiple years. We investigate the impact of stock market fluctuations on various investment strategies, considering periods of boom and bust as a test of robustness. We posit here that CER, rather than the Sharpe ratio, is a suitable performance measurement index. We further explore the influence of portfolio diversification on investment performance. Generally, our findings suggest an inverse relationship between investment performance and the HHI, indicating that diversification tends to enhance investment performance while mitigating investment risk. © 2024 The Authors",CER; Fundamental index; Portfolio; Sharpe ratio; Stock return,Article,Yes,No,No,SC06,M-0438,Abstract available,Exclude,E12,Stock-market topic but no eligible price/return/direction/trend forecasting task,stock market; stock return,,,
doi:10.1016/j.array.2026.101178,"A comprehensive review on advancements in beluga whale optimization algorithm, applications and future directions",Vimal Kumar Pathak and Mithilesh K. Dikshit and Tej Singh and Gusztáv Fekete,2026,Array,10.1016/j.array.2026.101178,"The metaheuristic algorithms have gained significant attention among scientists and scholars in tackling the challenges of complex and high dimensional non-trivial optimization problems. For enhancing their performance and efficiency, investigation on newly developed nature inspired algorithms provides critical insights and relevant knowledge for their future advancement and development, by overcoming inherent weaknesses in them. To this end, this paper provides a comprehensive assessment of Beluga whale optimization (BWO) algorithm, it challenges considering different optimization aspects. This survey discusses and reviews the proposed variants of BWO, including chaotic, OBL, adaptive, multi-strategy, hybridized, binary and others with their weaknesses and advantages. Based on literature survey, it was revealed that BWO was widely employed by researchers in engineering domain with 29 %, computer science (20 %), mathematics (13 %), etc. In different methods of BWO, the studies incorporated mostly improved versions (33 %), basic version (25 %), hybridized versions (16 %), and integration with machine learning/deep learning (14 %) for solving optimization problems across various domains. In the end, statistical evaluation on thirty CEC 2017 benchmark suite revealed its outperformance in most landscapes in comparison to seven recent metaheuristics. The reader of this review will uncover significant limitations, improvements and different applications of BWO algorithm along with research gaps for future avenues. This review also offers practical insights to support the development and application of more effective BWO-based optimization methods.","Statistical evaluation, Improved BWO, Chaotic BWO, BWO applications",Article,No,Yes,No,SD01; SD04; SD05,M-0446,Abstract available,Exclude,E06,Non-financial time-series forecasting / no stock-equity context,,,attention; deep learning; machine learning,
doi:10.1016/j.asej.2026.104188,Reinforcement learning-enhanced multi-strategy cuckoo search algorithm to solve combined economic emission dispatch problems,Pingping Xu and Xiaobing Yu,2026,Ain Shams Engineering Journal,10.1016/j.asej.2026.104188,"The combined economic emission dispatch (CEED) problem of balancing harmful gas emissions and power generation costs is of paramount importance. In this regard, this study proposes a reinforcement learning (RL) enhanced multi-strategy cuckoo search (RLMCS) algorithm for solving the CEED problem. Through a price penalty factor, this paper transforms the economic and emission objectives into a single-objective optimization and introduces three search strategies into the traditional cuckoo search (CS): multidimensional learning (ML), one-dimensional learning (OL), and stochastic learning (SL). ML helps to circumvent the local optimum trap; OL improves the algorithm’s search efficiency in the optimal direction; and SL enhances the algorithm’s global search capability. In addition, the RL technique is used to dynamically regulate the multi-policy mechanism, guiding the optimal policy selection and ensuring that the algorithm uses the most efficient updating method at different stages. The algorithm is experimentally validated on 29 benchmark tests and CEED problems with 6 and 11 units under different load demands. The RLMCS shows a high degree of robustness when solving CEED problems.","Combined economic emission dispatch, Cuckoo search algorithm, Reinforcement learning",Article,No,Yes,No,SD01,M-0449,Abstract available,Exclude,E06,Non-financial time-series forecasting / no stock-equity context,,,,
doi:10.1016/j.asej.2026.104219,A hybrid time series forecasting model combining recurrent neural networks and ensemble learning for furniture sales prediction,Onur Şahin and Burakhan Çubukçu,2026,Ain Shams Engineering Journal,10.1016/j.asej.2026.104219,"This study proposes a deep learning model, named MP-LRNet, that aims to improve the accuracy and stability of time series forecasting by combining recurrent neural networks and ensemble learning algorithms within a modular Multi-Patch structure. The model is designed to learn temporal patterns at different time intervals and to capture both short- and long-period dependencies in sequential data. Accurate time series forecasting plays a central role in supporting decisions across various practical domains such as retail, production, and energy management. To evaluate the performance of MP-LRNet, experiments were conducted using a real furniture sales dataset and a publicly available energy consumption benchmark (UCI Household Electric Power Consumption). The proposed model achieved an R2 value of 0.9918, demonstrating reliable predictive ability and consistent results across different configurations. The Multi Patch structure enhanced temporal representation, while integrating long short-term memory and Random Forests improved predictive precision without a significant increase in computational time. The findings indicate that MP-LRNet serves as an effective approach for sales prediction and energy demand estimation, suggesting strong potential to be adapted for broader diverse applications, such as environmental analysis, in future studies.","Retail demand forecasting, Hybrid deep learning model, Recurrent neural networks, Ensemble regression, Multi-patch architecture",Article,No,Yes,No,SD01; SD05,M-0450,Abstract available,Exclude,E06,Non-financial time-series forecasting / no stock-equity context,,forecasting; prediction,deep learning; ensemble learning; recurrent neural,energy consumption
doi:10.1016/j.asoc.2023.111206,"Progress, achievements, and challenges in multimodal sentiment analysis using deep learning: A survey",Ananya Pandey and Dinesh Kumar Vishwakarma,2024,Applied Soft Computing,10.1016/j.asoc.2023.111206,"Sentiment analysis is a computational technique that analyses the subjective information conveyed within a given expression. This encompasses appraisals, opinions, attitudes or emotions towards a particular subject, individual, or entity. Conventional sentiment analysis solely considers the text modality and derives sentiment by identifying the semantic relationship between words within a sentence. Despite this, certain expressions, such as exaggeration, sarcasm and humor, pose a challenge for automated detection when conveyed only through text. Multimodal sentiment analysis incorporates various forms of data, such as visual and acoustic cues, in addition to text. By utilizing fusion analysis, this approach can more precisely determine the implied sentiment polarity, which includes positive, neutral, and negative sentiments. Thus, the recent advancements in deep learning have boosted the domain of multimodal sentiment analysis to new heights. The research community has also shown significant interest in this topic due to its potential for both practical application and educational research. In light of this fact, this paper aims to present a thorough analysis of recent ground-breaking research studies conducted in multimodal sentiment analysis, which employs deep learning models across various modalities such as text, audio, image, and video. Furthermore, the article dives into a discussion of the multiple categories of multimodal data, diverse domains in which multimodal sentiment analysis can be applied, a range of operations that are integral to multimodal sentiment analysis, deep learning architectures, a variety of fusion methods, challenges associated with multimodal sentiment analysis, and the benchmark datasets in addition to the state-of-the-art approaches. The ultimate goal of this survey is to indicate the success of deep learning architectures in tackling the complexities associated with multimodal sentiment analysis.","Multimodal sentiment analysis (MSA), Sentiment analysis (SA), Multiple modalities, Fusion methods, Deep architectures, Challenges, Benchmark datasets",Article,No,Yes,No,SD01; SD05,M-0451,Abstract available,Exclude,E06,Non-financial time-series forecasting / no stock-equity context,,,deep learning,
doi:10.1016/j.asoc.2024.111313,Multimodal dynamic graph convolutional network for crowdfunding success prediction,Zihui Cai and Hongwei Ding and Mohan Xu and Xiaohui Cui,2024,Applied Soft Computing,10.1016/j.asoc.2024.111313,"Crowdfunding creates opportunities for creative people to raise funds so their ideas can be brought to life. However, the failure of fundraising leads to certain losses for project starters. Crowdfunding success prediction allows them to learn about the probability of fundraising success as early as possible, which can reduce their losses or lead them to modify project content for increasing the probability. Crowdfunding success prediction is a challenging classification task because there is diverse descriptive data but relative little supervisory information. There has been a lot of work done based on post-launch factors, but pre-launch prediction is more valuable for project creators and crowdfunding platforms. Although some efforts on pre-launch prediction were also made, most of them only analyze one or more of metadata, text and image, and the multimodal study about text and video is lacked. Considering this, we propose a multimodal dynamic graph convolutional network for crowdfunding success prediction based on text and video data. Specifically, sentences and frames are viewed as nodes, and edges are constructed based on location relationships and cosine similarity, which reconstructs the text and video into a multimodal graph and allows multimodal features to interact in the form of a graph. Besides, dynamic graph convolution is utilized to fuse the features of nodes, where dynamic means the structure of graph changes during graph convolution. Besides, we make two multimodal crowdfunding datasets containing metadata, text, image, video and project status, and they are utilized to validate the effectiveness of crowdfunding prediction models. Experiments conducted on them show that our model outperforms existing state-of-the-art baselines, and interaction and fusion in the form of a graph can effectively integrate features from multiple modalities.","Crowdfunding success prediction, Multimodal graph representation, Dynamic graph convolutional network, Multimodal crowdfunding dataset",Article,No,Yes,No,SD01,M-0454,Abstract available,Exclude,E13,AI/ML forecasting present but direct stock/equity relevance not established,,prediction,convolutional,
