UID,Title,Authors,Year,Venue,DOI,Abstract,Keywords,Document_Type,Scopus,ScienceDirect,Elicit,Query_Hits,Master_ID,Evidence_Level,Screening_Decision,Exclusion_Code,Exclusion_Reason,Stock_Evidence,Prediction_Evidence,AI_Evidence,NonTarget_Evidence
doi:10.1016/j.isci.2023.108509,A survey of deep learning applications in cryptocurrency,Junhuan Zhang and Kewei Cai and Jiaqi Wen,2024,iScience,10.1016/j.isci.2023.108509,"Summary This study aims to comprehensively review a recently emerging multidisciplinary area related to the application of deep learning methods in cryptocurrency research. We first review popular deep learning models employed in multiple financial application scenarios, including convolutional neural networks, recurrent neural networks, deep belief networks, and deep reinforcement learning. We also give an overview of cryptocurrencies by outlining the cryptocurrency history and discussing primary representative currencies. Based on the reviewed deep learning methods and cryptocurrencies, we conduct a literature review on deep learning methods in cryptocurrency research across various modeling tasks, including price prediction, portfolio construction, bubble analysis, abnormal trading, trading regulations and initial coin offering in cryptocurrency. Moreover, we discuss and evaluate the reviewed studies from perspectives of modeling approaches, empirical data, experiment results and specific innovations. Finally, we conclude this literature review by informing future research directions and foci for deep learning in cryptocurrency.","Artificial intelligence, Machine learning, Social sciences, Economics",Article,No,Yes,No,SD01; SD02; SD03; SD05,M-1051,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,prediction,artificial intelligence; convolutional; deep learning; machine learning; recurrent neural,cryptocurrency
doi:10.1016/j.iswa.2025.200595,Explainable Artificial Intelligence: A systematic Review of Progress and Challenges,Azza Mohamed and Khaled Abdelqader and Khaled Shaalan,2025,Intelligent Systems with Applications,10.1016/j.iswa.2025.200595,"This work employs a multidisciplinary approach to identify research gaps in the existing literature by presenting a systematic review of systematic reviews on Explainable Artificial Intelligence (XAI). To the best of our knowledge, this is the first thorough meta-review that combines the findings of several excellent reviews to offer a more elevated viewpoint on the goals and difficulties facing the area. The review covers empirical studies published between 2021 and 2023, focusing on high-quality sources. An initial pool of 997 entries was screened across multiple databases, yielding 928 unique articles after duplicate removal. Ultimately, 14 studies met the inclusion criteria and were analyzed in depth. The quality assessment confirmed that all selected reviews adhered to established methodological standards. The key findings show XAI's broad uses, which range from increasing trust and transparency to assisting with financial and management decision-making. The prevalence of healthcare-focused studies emphasizes XAI's importance in enhancing interpretability, fairness, regulatory compliance, and personalized treatment options. Commonly used techniques include visual explanation tools, interpretable machine learning models, and model-agnostic approaches. While the review offers valuable insights, it acknowledges limitations such as its reliance on Q1 journals and the exclusion of broader sources, which may affect comprehensiveness. To advance the field, the study recommends expanding future research to underrepresented domains like autonomous vehicles, defense, and smart cities. It also calls for methodological innovation to enhance accessibility, fairness, privacy, and the development of intuitive explanation strategies. Addressing these gaps can significantly improve the trustworthiness and effectiveness of AI systems across sectors.","Explainable artificial intelligence (XAI), Systematic review healthcare, Healthcare applications, Interpretable machine learning, Data privacy in AI",Article,No,Yes,No,SD01; SD05,M-1061,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,artificial intelligence; machine learning,
doi:10.1016/j.ject.2025.07.001,A comprehensive review of Artificial Intelligence regulation: Weighing ethical principles and innovation,Daniel Oliveira Cajueiro and Victor Rafael Rezende Celestino,2026,Journal of Economy and Technology,10.1016/j.ject.2025.07.001,"We present a comprehensive review of Artificial Intelligence (AI) regulation, addressing the challenges and needs associated with governing rapidly evolving AI technologies. We begin by exploring the definition of AI, the risks associated with AI algorithms, and possible approaches to address them. This foundation sets the stage for a detailed discussion on AI regulation across several dimensions, including principles of ethical AI, specific strategies for regulating AI, and the challenges related to AI regulation. We conclude by offering insights to help regulators and society find the most balanced approach to AI regulation, and by proposing key questions that should be considered during the development of AI regulations. Our presentation explores the multifaceted nature of AI regulation, emphasizing the importance of integrating insights from computer science, law, and economics to develop robust regulatory frameworks.","Artificial Intelligence, Ethical principles, Innovation, Regulation, Risks",Article,No,Yes,No,SD01,M-1089,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,artificial intelligence,
doi:10.1016/j.jempfin.2024.101488,"An empirical review of dynamic extreme value models for forecasting value at risk, expected shortfall and expectile",Candia C.; Herrera R.,2024,Journal of Empirical Finance,10.1016/j.jempfin.2024.101488,"This work provides a selective review of the most recent dynamic models based on extreme value theory, in terms of their ability to forecast financial losses through different risk measures. The main characteristic of these models is that their dynamics depend only on the occurrence and magnitude of extreme events above a high threshold. Through an empirical analysis, we evaluate the predictive ability of these approaches on a set of stock market indices. In an in-sample analysis, we assess the goodness-of-fit of the different specifications. We also compare the adequacy of each model, considering how well they forecast the risk measures in the out-of-sample period. In addition, in order to identify the best-performing models, we use the model confident set procedure across different risk measures, loss functions, and score functions to identify the superior models. Finally, we identify some potential avenues for future research. © 2024 Elsevier B.V.",Expected shortfall; Expectiles; Extreme value theory; Financial risk; Value at risk,Article,Yes,No,No,SC06,M-1093,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,forecast; forecasting,,value at risk
doi:10.1016/j.jik.2024.100517,Unveiling the dynamics of AI applications: A review of reviews using scientometrics and BERTopic modeling,Raghu Raman and Debidutta Pattnaik and Laurie Hughes and Prema Nedungadi,2024,Journal of Innovation & Knowledge,10.1016/j.jik.2024.100517,"In a world that has rapidly transformed through the advent of artificial intelligence (AI), our systematic review, guided by the PRISMA protocol, investigates a decade of AI research, revealing insights into its evolution and impact. Our study, examining 3,767 articles, has drawn considerable attention, as evidenced by an impressive 63,577 citations, underscoring the scholarly community's profound engagement. Our study reveals a collaborative landscape with 18,189 contributing authors, reflecting a robust network of researchers advancing AI and machine learning applications. Review categories focus on systematic reviews and bibliometric analyses, indicating an increasing emphasis on comprehensive literature synthesis and quantitative analysis. The findings also suggest an opportunity to explore emerging methodologies such as topic modeling and meta-analysis. We dissect the state of the art presented in these reviews, finding themes throughout the broad scholarly discourse through thematic clustering and BERTopic modeling. Categorization of study articles across fields of research indicates dominance in Information and Computing Sciences, followed by Biomedical and Clinical Sciences. Subject categories reveal interconnected clusters across various sectors, notably in healthcare, engineering, business intelligence, and computational technologies. Semantic analysis via BERTopic revealed nineteen clusters mapped to themes such as AI in health innovations, AI for sustainable development, AI and deep learning, AI in education, and ethical considerations. Future research directions are suggested, emphasizing the need for intersectional bias mitigation, holistic health approaches, AI's role in environmental sustainability, and the ethical deployment of generative AI.","Thematic analysis, Cocitation analysis, Topic modeling, BERTopic, Artificial intelligence, Sustainable development goal, Cybersecurity, Innovation, Ethics, Blockchain",Article,No,Yes,No,SD01; SD05,M-1119,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,artificial intelligence; attention; deep learning; machine learning,
doi:10.1016/j.jksuci.2024.102015,Artificial intelligence techniques in financial trading: A systematic literature review,Fatima Dakalbab and Manar Abu Talib and Qassim Nasir and Tracy Saroufil,2024,Journal of King Saud University - Computer and Information Sciences,10.1016/j.jksuci.2024.102015,"Artificial Intelligence (AI) approaches have been increasingly used in financial markets as technology advances. In this research paper, we conduct a Systematic Literature Review (SLR) that studies financial trading approaches through AI techniques. It reviews 143 research articles that implemented AI techniques in financial trading markets. Accordingly, it presents several findings and observations after reviewing the papers from the following perspectives: the financial trading market and the asset type, the trading analysis type considered along with the AI technique, and the AI techniques utilized in the trading market, the estimation and performance metrics of the proposed models. The selected research articles were published between 2015 and 2023, and this review addresses four RQs. After analyzing the selected research articles, we observed 8 financial markets used in building predictive models. Moreover, we found that technical analysis is more adopted compared to fundamental analysis. Furthermore, 16% of the selected research articles entirely automate the trading process. In addition, we identified 40 different AI techniques that are used as standalone and hybrid models. Among these techniques, deep learning techniques are the most frequently used in financial trading markets. Building prediction models for financial markets using AI is a promising field of research, and academics have already deployed several machine learning models. As a result of this evaluation, we provide recommendations and guidance to researchers.","Financial trading, Artificial intelligence, Financial technology",Article,No,Yes,No,SD01; SD02; SD03; SD05,M-1133,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,prediction,artificial intelligence; deep learning; machine learning,
doi:10.1016/j.neucom.2024.127339,A survey on uncertainty quantification in deep learning for financial time series prediction,Txus Blasco and J. Salvador Sánchez and Vicente García,2024,Neurocomputing,10.1016/j.neucom.2024.127339,"Investors make decisions about buying and selling a financial asset based on available information. The traditional approach in Deep Learning when trying to predict the behavior of an asset is to take a price history, train a model, and forecast one single price in the near future. This is called the frequentist perspective. Uncertainty Quantification is an alternative in which models manage a probability distribution for prediction. It provides investors with more information than the traditional frequentist way, so they can consider the risk of making or not making a certain decision. We systematically reviewed the existing literature on Uncertainty Quantification methods in Deep Learning to predict the behavior of financial assets, such as foreign exchange, stock market, cryptocurrencies and others. The article discusses types of model, categories of financial assets, prediction characteristics and types of uncertainty. We found that, in general terms, references focus on price accuracy as a metric, although other metrics, such as trend accuracy, might be more appropriate. Very few authors analyze both epistemic and aleatoric uncertainty, and none analyze in depth how to decouple them. The time period analyzed includes the years 2001 to 2022.","Deep Learning, Time series, Uncertainty quantification, Prediction, Financial assets",Article,No,Yes,No,SD01; SD02; SD03; SD04; SD05,M-1215,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,forecast; predict; prediction,deep learning,foreign exchange
doi:10.1016/j.neucom.2025.132573,A survey of adversarial attacks on machine learning,Fahri Anıl Yerlikaya and Şerif Bahtiyar,2026,Neurocomputing,10.1016/j.neucom.2025.132573,"Recently, machine learning has a potential to upgrade existing technology areas to a new level. In many areas like vision, security, natural language processing, and speech recognition, machine learning algorithms have been implemented to both enhance the service performance and create new services. However, these systems contain critical vulnerabilities and they are subject to adversarial attacks. In this paper, we propose a novel survey that highlights the effects of adversarial attacks during the training stage. We investigate the attacks from both the attacker and target perspectives. We divide attacks into two main categories according to their design strategies, namely poison and backdoor attacks. In each attack category, we use the targeted environment to analyze attacks with a systematic approach. Finally, we conclude the paper with challenges and future work that may help researchers to understand the anatomy of adversarial attacks. The ultimate goal of this survey is to show research directions for creating effective countermeasures against adversarial attacks on machine learning. Thus, societies will benefit from secure services that use machine learning models.","Artificial intelligence, Cybersecurity, Machine learning, Adversarial attacks, Data poisoning, Backdoor",Article,No,Yes,No,SD01,M-1232,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,artificial intelligence; machine learning,
doi:10.1016/j.nexres.2026.101513,Review of deep learning models for crypto price prediction: Implementation and evaluation,Jingyang Wu and Xinyi Zhang and Fangyixuan Huang and Haochen Zhou and Rohtiash Chandra,2026,Next Research,10.1016/j.nexres.2026.101513,"There has been much interest in accurate cryptocurrency price forecast models by investors and researchers. Deep Learning models are prominent machine learning techniques that have transformed various fields and have shown potential for finance and economics. Although various deep learning models have been explored for cryptocurrency price forecasting, it is not clear which models are suitable due to high market volatility. In this study, we review the literature about deep learning for cryptocurrency price forecasting and evaluate novel deep learning models for cryptocurrency stock price prediction. Our deep learning models include variants of the Long Short-Term Memory (LSTM) recurrent neural networks, variants of Convolutional Neural Networks (CNNs), and the Transformer model. We evaluate univariate and multivariate approaches for multistep ahead prediction of the crypto close price. We also carry out volatility analysis on the four cryptocurrencies, which reveals significant fluctuations in their prices throughout the COVID-19 pandemic. Additionally, we investigate the prediction accuracy of two scenarios identified by different training sets for the models. First, we use the pre-COVID-19 datasets to model cryptocurrency close-price forecasting during the early period of COVID-19. Secondly, we utilise data from the COVID-19 period to predict prices for 2023 to 2024. Our results show that the convolutional LSTM with a multivariate approach provides the best prediction accuracy, followed by the bidirectional LSTM. The Transformer model, on the other hand, provides poor results when compared to the best-performing models. Our results also indicate that the multivariate deep learning models exhibit better performance in forecasting four different cryptocurrencies when compared to the univariate models.","Cryptocurrency, Deep learning, Time series prediction",Article,No,Yes,No,SD01; SD02; SD05,M-1252,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock price,forecast; forecasting; multistep; predict; prediction,convolutional; deep learning; lstm; machine learning; recurrent neural; transformer,cryptocurrency
doi:10.1016/j.nlp.2025.100125,Sentiment analysis for stock market research: A bibliometric study,Chen X.; Xie H.; Li Z.; Zhang H.; Tao X.; Wang F.L.,2025,Natural Language Processing Journal,10.1016/j.nlp.2025.100125,"Sentiment analysis is widely utilized in stock market research. To comprehensively review the field, a bibliometric analysis was performed on 223 articles relating to sentiment analysis for stock markets from 2010 to 2022 collected from Web of Science database. Specifically, we recognized active affiliations, countries/regions, publication sources, and subject areas, identified top cited research articles, visualized scientific collaborations among authors, affiliations, and countries/regions, and revealed main research topics. Findings indicate that computer science journals are active in publishing works on sentiment analysis-facilitated stock market research. The research on sentiment analysis-facilitated stock market has attracted researchers from a wide geographic distribution, who have made significant contributions. The intensity of intra-regional collaborations is higher than that of inter-regional collaborations. Thematic topics regarding stock market research using sentiment analysis were detected using keyword mapping, with the following research topics being widely concerned by scholars: deep learning for stock market prediction, financial news sentiment empowered stock trend forecasting, effects of investor sentiment on financial market, and microblog sentiment classification for market prediction. Findings are helpful in depicting research status to researchers and practitioners, raising their awareness of research frontiers when planning research projects concerning sentiment analysis's application in stock markets. © 2025",Bibliometric analysis; Keyword mapping; Research topics; Scientific collaborations; Sentiment analysis; Stock market; Commerce; Deep learning; Electronic trading; Forecasting; Investments; Mapping; Market Research; Sentiment analysis; Bibliometric; Bibliometrics analysis; Keyword mapping; Market researches; Regional collaboration; Research topics; Science journals; Scientific collaboration; Sentiment analysis; Web of Science; Financial markets,Article,Yes,Yes,No,SC01; SD01; SD02; SD03; SD05,M-1254,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market; stock trend,forecasting; prediction,deep learning,
doi:10.1016/j.patcog.2026.114384,Multi-modal fusion approaches for stock market prediction: A comprehensive survey,Ying Liu and Yiwei Lin and Cai Xu and Qingxia Jenny Wang and Jie Zhao and Ziyu Guan and Wei Zhao and Guandong Xu,2026,Pattern Recognition,10.1016/j.patcog.2026.114384,"Multi-modal fusion effectively integrates diverse data sources, i.e., prices and financial news, to capture complementary information, significantly enhancing stock market prediction. This survey presents a comprehensive survey of multi-modal fusion approaches in stock prediction, proposing a generalized pipeline and a novel hierarchical taxonomy. First, we identify five typical data modalities, detail their feature extraction methods, and summarize publicly available datasets. Second, we review existing fusion methods under a unified taxonomy comprising two main paradigms: Intra-stock Multi-modal Fusion (covering early feature-level to late decision-level integration) and Inter-stock Multi-modal Fusion (capturing inter-stock relational modalities via graph-based modeling). We comprehensively compare their working mechanisms, strengths, and limitations. Finally, we highlight persistent challenges and promising directions for future researches.","Multi-modal learning, Stock market prediction, Graph-based modeling, Feature fusion, Decision fusion",Article,No,Yes,No,SD01; SD02; SD05,M-1295,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market; stock prediction,prediction,,
doi:10.1016/j.procs.2024.10.341,Sentiment analysis methods recommendation: A review of ai-based techniques on social media analysis,Bernardus B. Budisusetyo and Wenceslaus A. Dhitya and Ady Nugroho and Gusti Pangestu,2024,Procedia Computer Science,10.1016/j.procs.2024.10.341,"The development of the internet and social media means that people can easily convey various personal opinions or expressions. In line with this, many researchers are interested in examining the sentiments they make, considering that nowadays their opinions can be useful for various sectors such as product analysis, latest news analysis, or even political opinion analysis. Several approaches used to analyze public opinion on social media are Machine Learning and Deep Learning. This paper is devoted to finding the best AI-based models for sentiment analysis on social media especially those that are known for higher precision in complexity solving by using Systematic Literature Review (SLR). Of the many papers with the same topic interest, there are a total of 13 papers that meet our criteria which include title, methods, and results. Then, the papers are evaluated one by one in-depth and compared to find the best results.","Systematic review, sentiment, sentiment analysis, social media sentiment",Article,No,Yes,No,SD01; SD05,M-1343,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,deep learning; machine learning,
doi:10.1016/j.ribaf.2024.102471,Technology and automation in financial trading: A bibliometric review,Rosella Carè and Douglas Cumming,2024,Research in International Business and Finance,10.1016/j.ribaf.2024.102471,"In this bibliometric study, the significant transformations in the financial sector brought about by automation and technological advancements from 1984 to 2022 are explored. A total of 863 articles is analyzed, and a consistent upward trajectory in research focused on fast trading technologies and algorithmic strategies is identified. The key findings reveal that the research is grouped into five thematic clusters, ranging from algorithmic trading and machine learning to systemic risks associated with high-frequency trading and the impacts of algorithmic trading on market quality. This study encapsulates the evolving landscape of financial markets, emphasizing emerging trends in cryptocurrencies and machine learning, which will continue to shape future research directions. In conclusion, five macroareas and ten specific future research areas are proposed.","Algorithmic trading, Electronic trading, Automated trading, Trading algorithms, High-frequency trading, Computerized trading, Bibliometric analysis, Nonhuman trading",Article,No,Yes,No,SD01; SD02,M-1404,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,,,machine learning,
doi:10.1016/j.ribaf.2026.103384,Decoding the DNA of stock market microstructure: A comprehensive bibliometric and content review analysis,Bahrawar Said and Muhammad Wajid Raza and Ahmed Elshahat and Andrea Paltrinieri and Marco Ercole Oriani,2026,Research in International Business and Finance,10.1016/j.ribaf.2026.103384,"Market microstructure focuses on how an investor's latent demand translates into stock prices and trading volumes. Studies have explored various facets while this study provides a comprehensive bibliometric and content analysis of 867 Scopus-indexed research articles on market microstructure published during the time period 1983–2024. Using science mapping technique, this study identifies intellectual structures, thematic structure, and knowledge clusters shaping the field. Based on intellectual structure and content analysis we explored five thematic pillars. These are Liquidity & Price Discovery, Information Asymmetry, Trading Mechanisms & Market Design, High-Frequency Trading (HFT) & Low-Latency Markets, and Market Fragmentation & Execution Quality, alongside an emerging cross-cutting theme on Governance, ESG, and Market Fairness. While existing literature has advanced the understanding of price formation, liquidity dynamics, and trading behavior, significant research gaps persist, particularly in the context of emerging markets, ESG-driven trading, and cross-market comparisons. By integrating thematic clustering with a gap-mapping framework, this study connects each intellectual cluster to its underexplored areas, specifies relevant data sources, and proposes robust methodological approaches such as high-frequency econometrics, network analysis, and causal inference designs. This study has made contribution in two ways: firstly, it maps the intellectual evolution of microstructure research over last four decades; secondly, it offers a structured research agenda that transforms bibliometric insights into actionable pathways for advancing theory, policy, and practice in increasingly complex and fragmented financial markets.","Market microstructure, Trading mechanisms, Regulations, Bibliometric, Content review",Article,No,Yes,No,SD01; SD03,M-1413,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,,,
doi:10.1016/j.sbr.2026.100115,Mind over machine: A bibliometric journey into investor perceptions of AI in stock markets,The Anh Phan and Huu Phuoc Tran and Thi Trang Ninh and Huu Khang Nguyen,2026,Strategic Business Research,10.1016/j.sbr.2026.100115,"This study aims to systematically map the scholarly landscape at the intersection of artificial intelligence (AI), stock market investment, and investor-perceived risks. Despite the increasing integration of AI, particularly robo-advisors, into financial services, prior studies continue to report adoption barriers related to trust, perceived risk, and investor psychology. A bibliometric analysis was conducted on 709 English-language, peer-reviewed articles sourced from the Scopus database, covering the period from 1993 to 2025. The study employed the ‘bibliometrix’ package in R and followed the PRISMA framework to ensure rigorous screening and selection. The analysis reveals a rapidly evolving and interdisciplinary field with high international collaboration. Core themes include stock market forecasting, risk management, and deep learning. While technical efficiency is well-documented, perceived risks—such as transparency issues, algorithmic bias, and data privacy—are central to investor skepticism. The analysis organizes the literature into four recurring research dimensions: technical optimization, ethical considerations, behavioral psychology, and application-level design. Key concerns include the trust deficit in AI systems, particularly those perceived as “black boxes,” and the impact of anthropomorphism on investor behavior.","Artificial intelligence in finance, Robo-advisors, Investor perception, Perceived risk, Behavioral finance",Article,No,Yes,No,SD01; SD05,M-1433,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,forecasting,artificial intelligence; deep learning,
doi:10.1016/j.ssaho.2024.100864,Stock market prediction using artificial intelligence: A systematic review of systematic reviews,Lin C.Y.; Lobo Marques J.A.,2024,Social Sciences and Humanities Open,10.1016/j.ssaho.2024.100864,"There are many systematic reviews on predicting stock. However, each reveals a different portion of the hybrid AI analysis and stock prediction puzzle. The principal objective of this research was to systematically review the existing systematic reviews on Artificial Intelligence (AI) models applied to stock market prediction to provide valuable inputs for the development of strategies in stock market investments. Keywords that would fall under the broad headings of AI and stock prediction were looked up in Scopus and Web of Science databases. We screened 69 titles and read 43 systematic reviews, including more than 379 studies, before retaining 10 for the final dataset. This work revealed that support vector machines (SVM), long short-term memory (LSTM), and artificial neural networks (ANN) are the most popular AI methods for stock market prediction. In addition, the time series of historical closing stock prices are the most commonly used data source, and accuracy is the most employed performance metric of the predictive models. We also identified several research gaps and directions for future studies. Specifically, we indicate that future research could benefit from exploring different data sources and combinations, while we also suggest comparing different AI methods and techniques, as each may have specific advantages and applicable scenarios. Lastly, we recommend better evaluating different prediction indicators and standards to reflect prediction models’ actual value and impact. © 2024 The Authors",Deep learning; Long short-term memory (LSTM); Machine learning; Neural networks (NN); Support vector machines (SVM),Review,Yes,Yes,No,SC01; SD01; SD02; SD03; SD04; SD05,M-1453,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market; stock prediction,prediction,artificial intelligence; deep learning; lstm; machine learning; support vector; svm,
doi:10.1016/j.technovation.2024.103067,Identifying Bulls and bears? A bibliometric review of applying artificial intelligence innovations for stock market prediction,Chopra R.; Sharma G.D.; Pereira V.,2024,Technovation,10.1016/j.technovation.2024.103067,"The literature on stock forecasting using the innovative technique of Artificial Intelligence (AI) has become overwhelming, making it quite challenging for academics and relevant researchers to gain an elaborative, structured, and organised overview of the relevant information. We fill this gap by contributing and conducting a robust bibliometric review on the application of AI innovations for stock market prediction. More specifically, we conducted a bibliometric review by identifying 241 relevant papers related to stock forecasting using AI by taking a quantitative approach. A quantitative approach uses an examination of linked articles to look at the development of research topics and the structure of existing knowledge. We identified five significant themes based on exploratory factor and hierarchical cluster analyses. We posited that successful AI-based models could aid stock traders, brokers, and investors in better decision-making, a task that had previously been fraught with difficulties. Overall, this paper is aimed at benefiting stock traders, brokers, businesses, investors, government, financial institutions, depositories, and banks. This paper concludes with a future research agenda. © 2024",Artificial intelligence; Bibliometric review; Innovation; Prediction; Stock market; Cluster analysis; Commerce; Decision making; Electronic trading; Financial markets; Hierarchical systems; Investments; Bibliometric; Bibliometric review; Decisions makings; Hierarchical cluster analysis; Innovation; Innovative techniques; Quantitative approach; Research topics; Stock forecasting; Stock market prediction; Forecasting,Article,Yes,Yes,No,SC01; SD01; SD02; SD03; SD05,M-1467,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock forecasting; stock market,forecasting; prediction,artificial intelligence,
doi:10.1088/2632-2153/ae51df,A brief review of quantum machine learning techniques for financial services,Doosti M.; Wallden P.; Brian Hamill C.; Hankache R.; Thomson Brown O.; Heunen C.,2026,Machine Learning: Science and Technology,10.1088/2632-2153/ae51df,"This review paper examines state-of-the-art algorithms and techniques in quantum machine learning (QML) with potential applications in finance. We discuss QML techniques in supervised learning tasks, such as quantum variational classifiers, quantum Kernel estimation, and quantum neural networks, along with quantum generative AI techniques like quantum transformers and quantum graph neural networks. The financial applications considered include risk management, credit scoring, fraud detection, and stock price prediction. We also provide an overview of the challenges, potential, and limitations of QML, both in these specific areas and more broadly across the field. We hope that this can serve as a quick guide for data scientists, professionals in the financial sector, and enthusiasts in this area to understand why quantum computing and QML in particular could be interesting to explore in their field of expertise. © 2026 The Author(s). Published by IOP Publishing Ltd.",finance; QML for finance; quantum machine learning; Classification (of information); Electronic trading; Learning algorithms; Learning systems; Neural networks; Quantum computers; Quantum theory; Risk assessment; Risk management; Supervised learning; Variational techniques; Financial service; Machine learning techniques; Machine-learning; Quantum machine learning; Quantum machine learning for finance; Quantum machines; Review papers; State-of-the-art algorithms; Finance,Review,Yes,No,No,SC01,M-1601,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock price,prediction,graph neural; machine learning,
doi:10.1089/big.2023.0004,Modeling of Machine Learning-Based Extreme Value Theory in Stock Investment Risk Prediction: A Systematic Literature Review,Melina M.; Sukono; Napitupulu H.; Mohamed N.,2025,Big Data,10.1089/big.2023.0004,"The stock market is heavily influenced by global sentiment, which is full of uncertainty and is characterized by extreme values and linear and nonlinear variables. High-frequency data generally refer to data that are collected at a very fast rate based on days, hours, minutes, and even seconds. Stock prices fluctuate rapidly and even at extremes along with changes in the variables that affect stock fluctuations. Research on investment risk estimation in the stock market that can identify extreme values is nonlinear, reliable in multivariate cases, and uses high-frequency data that are very important. The extreme value theory (EVT) approach can detect extreme values. This method is reliable in univariate cases and very complicated in multivariate cases. The purpose of this research was to collect, characterize, and analyze the investment risk estimation literature to identify research gaps. The literature used was selected by applying the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) and sourced from Sciencedirect.com and Scopus databases. A total of 1107 articles were produced from the search at the identification stage, reduced to 236 in the eligibility stage, and 90 articles in the included studies set. The bibliometric networks were visualized using the VOSviewer software, and the main keyword used as the search criteria is “VaR.” The visualization showed that EVT, the Generalized Autoregressive Conditional Heteroskedasticity (GARCH) models, and historical simulation are models often used to estimate the investment risk; the application of the machine learning (ML)-based investment risk estimation model is low. There has been no research using a combination of EVT and ML to estimate the investment risk. The results showed that the hybrid model produced better Value-at-Risk (VaR) accuracy under uncertainty and nonlinear conditions. Generally, models only use daily return data as model input. Based on research gaps, a hybrid model framework for estimating risk measures is proposed using a combination of EVT and ML, using multivariable and high-frequency data to identify extreme values in the distribution of data. The goal is to produce an accurate and flexible estimated risk value against extreme changes and shocks in the stock market. Mathematics Subject Classification: 60G25; 62M20; 6245; 62P05; 91G70. Copyright 2025, Mary Ann Liebert, Inc., publishers.",extreme value theory; high-frequency data; machine learning; PRISMA; VaR; Investments; Machine Learning; Risk Assessment; Classification (of information); Commerce; Financial markets; Investments; Nonlinear analysis; Risk assessment; Risk perception; Value engineering; Extreme value; Extreme value theory; High frequency data; Investment risks; Machine-learning; Meta-analysis; Preferred reporting item for systematic review and meta-analyze; Risk estimation; Systematic Review; Value at Risk; investment; machine learning; risk assessment; Machine learning,Article,Yes,No,No,SC01,M-1602,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market,prediction,hybrid model; machine learning,value at risk
doi:10.1108/bij-06-2023-0373,Mapping the knowledge structure of artificial neural network research in the stock market: a bibliometric analysis and future research pathways,Manpreet Kaur and Amit Kumar and Anil Kumar Mittal,2024,Benchmarking: An International Journal,10.1108/bij-06-2023-0373,"Purpose In past decades, artificial neural network (ANN) models have revolutionised various stock market operations due to their superior ability to deal with nonlinear data and garnered considerable attention from researchers worldwide. The present study aims to synthesize the research field concerning ANN applications in the stock market to a) systematically map the research trends, key contributors, scientific collaborations, and knowledge structure, and b) uncover the challenges and future research areas in the field. Design/methodology/approach To provide a comprehensive appraisal of the extant literature, the study adopted the mixed approach of quantitative (bibliometric analysis) and qualitative (intensive review of influential articles) assessment to analyse 1,483 articles published in the Scopus and Web of Science indexed journals during 1992–2022. The bibliographic data was processed and analysed using VOSviewer and R software. Findings The results revealed the proliferation of articles since 2018, with China as the dominant country, Wang J as the most prolific author, “Expert Systems with Applications” as the leading journal, “computer science” as the dominant subject area, and “stock price forecasting” as the predominantly explored research theme in the field. Furthermore, “portfolio optimization”, “sentiment analysis”, “algorithmic trading”, and “crisis prediction” are found as recently emerged research areas. Originality/value To the best of the authors’ knowledge, the current study is a novel attempt that holistically assesses the existing literature on ANN applications throughout the entire domain of stock market. The main contribution of the current study lies in discussing the challenges along with the viable methodological solutions and providing application area-wise knowledge gaps for future studies.","Neural networks, Bibliometric, Stock market, Forecasting",Article,No,Yes,No,SD01; SD02; SD03; SD04; SD05,M-1615,Abstract available,Background,E09,Review/survey/bibliometric paper retained as Background,stock market; stock price,forecasting; prediction,attention; neural network,
